,92602,92603,92604,92606,92612,92614,92618,92620,Irvine Average 5-Bedroom House Price
2002-01,643200.0,1185700.0,479600.0,637400.0,541900.0,430500.0,757100.0,661500.0,667112.5
2002-02,647600.0,1193500.0,483500.0,640700.0,547200.0,434200.0,766800.0,666500.0,672500.0
2002-03,651400.0,1201500.0,487200.0,643600.0,552400.0,437600.0,775900.0,671200.0,677600.0
2002-04,654500.0,1209900.0,490500.0,646400.0,557200.0,441000.0,784600.0,675800.0,682487.5
2002-05,657200.0,1218400.0,493700.0,649300.0,561800.0,444300.0,792700.0,680500.0,687237.5
2002-06,659800.0,1226900.0,497200.0,652800.0,566500.0,447800.0,800300.0,685700.0,692125.0
2002-07,662600.0,1235300.0,500900.0,656800.0,571500.0,451600.0,807400.0,691500.0,697200.0
2002-08,665700.0,1243700.0,505100.0,661300.0,576800.0,455800.0,813800.0,697900.0,702512.5
2002-09,669700.0,1252500.0,509600.0,666100.0,582600.0,460400.0,819800.0,704900.0,708200.0
2002-10,674400.0,1262100.0,514400.0,671000.0,588700.0,465400.0,826400.0,712200.0,714325.0
2002-11,679800.0,1270700.0,519900.0,676900.0,594300.0,469800.0,831300.0,722200.0,720612.5
2002-12,686900.0,1280500.0,526500.0,683300.0,598600.0,475500.0,832800.0,733900.0,727250.0
2003-01,695400.0,1294400.0,533800.0,688200.0,602700.0,484300.0,832700.0,743400.0,734362.5
2003-02,704300.0,1310100.0,541400.0,691400.0,607900.0,495200.0,833500.0,749900.0,741712.5
2003-03,713300.0,1323800.0,550100.0,695300.0,614500.0,506200.0,834900.0,756500.0,749325.0
2003-04,723200.0,1337000.0,559500.0,700600.0,621900.0,517800.0,837500.0,763300.0,757600.0
2003-05,734300.0,1351300.0,569200.0,707400.0,629700.0,529800.0,841800.0,770800.0,766787.5
2003-06,747200.0,1368100.0,579500.0,715900.0,638300.0,542300.0,848500.0,779500.0,777412.5
2003-07,762500.0,1387900.0,590400.0,726300.0,648700.0,554900.0,858700.0,790100.0,789937.5
2003-08,779700.0,1410000.0,602500.0,738400.0,662100.0,567300.0,873200.0,802900.0,804512.5
2003-09,798800.0,1434100.0,616100.0,751700.0,679200.0,579600.0,891900.0,818200.0,821200.0
2003-10,819200.0,1459200.0,631800.0,765400.0,699200.0,592200.0,912600.0,836200.0,839475.0
2003-11,840300.0,1484600.0,648700.0,778200.0,720900.0,605500.0,933800.0,856200.0,858525.0
2003-12,862000.0,1510000.0,665800.0,791000.0,742900.0,619600.0,955400.0,878700.0,878175.0
2004-01,885100.0,1535100.0,682400.0,805600.0,763700.0,634300.0,977700.0,904600.0,898562.5
2004-02,910800.0,1560400.0,699200.0,823400.0,783100.0,649900.0,1001100.0,934100.0,920250.0
2004-03,940500.0,1586100.0,717700.0,844600.0,802300.0,667400.0,1025600.0,966100.0,943787.5
2004-04,974600.0,1610600.0,738100.0,868800.0,822600.0,686500.0,1049800.0,998400.0,968675.0
2004-05,1012300.0,1632500.0,758800.0,894400.0,843100.0,705700.0,1072000.0,1027600.0,993300.0
2004-06,1051600.0,1651600.0,778100.0,920000.0,861200.0,723600.0,1091600.0,1051700.0,1016175.0
2004-07,1089000.0,1668400.0,794300.0,942500.0,873400.0,738700.0,1109100.0,1070200.0,1035700.0
2004-08,1120200.0,1683300.0,806500.0,959600.0,876800.0,750300.0,1124800.0,1083600.0,1050637.5
2004-09,1142800.0,1697300.0,814700.0,971000.0,871800.0,758700.0,1139000.0,1092900.0,1061025.0
2004-10,1157400.0,1711600.0,820100.0,978900.0,862200.0,764900.0,1152400.0,1099600.0,1068387.5
2004-11,1165600.0,1727300.0,823800.0,984700.0,852900.0,770100.0,1166200.0,1104600.0,1074400.0
2004-12,1169100.0,1744100.0,826800.0,990300.0,846400.0,774500.0,1181400.0,1108900.0,1080187.5
2005-01,1170700.0,1760000.0,829500.0,996900.0,843100.0,777900.0,1197000.0,1113600.0,1086087.5
2005-02,1171500.0,1774300.0,831500.0,1004900.0,842100.0,780500.0,1210800.0,1119100.0,1091837.5
2005-03,1173100.0,1788700.0,832300.0,1012600.0,842100.0,782800.0,1223900.0,1125100.0,1097575.0
2005-04,1175400.0,1803300.0,832200.0,1017300.0,842400.0,784400.0,1238000.0,1132900.0,1103237.5
2005-05,1177800.0,1818500.0,832600.0,1017700.0,843500.0,785700.0,1253600.0,1143600.0,1109125.0
2005-06,1180500.0,1836300.0,835100.0,1015300.0,846500.0,787200.0,1271400.0,1157300.0,1116200.0
2005-07,1184500.0,1856600.0,840100.0,1012600.0,852200.0,789200.0,1289500.0,1172400.0,1124637.5
2005-08,1189500.0,1876300.0,847000.0,1012300.0,860300.0,791400.0,1303900.0,1186300.0,1133375.0
2005-09,1195900.0,1893400.0,854900.0,1016500.0,870500.0,794000.0,1313200.0,1197700.0,1142012.5
2005-10,1204000.0,1907200.0,863000.0,1025200.0,881700.0,796900.0,1318800.0,1206200.0,1150375.0
2005-11,1213200.0,1918700.0,870900.0,1037500.0,893200.0,800000.0,1322900.0,1211400.0,1158475.0
2005-12,1224000.0,1929300.0,878500.0,1052300.0,904200.0,803300.0,1327200.0,1214300.0,1166637.5
2006-01,1235500.0,1940000.0,886000.0,1067900.0,913700.0,806500.0,1333000.0,1217300.0,1174987.5
2006-02,1245300.0,1951000.0,893000.0,1082400.0,920500.0,809300.0,1339500.0,1222300.0,1182912.5
2006-03,1252600.0,1962800.0,899100.0,1094300.0,924900.0,811600.0,1347500.0,1229200.0,1190250.0
2006-04,1256800.0,1973000.0,904100.0,1102800.0,927400.0,812900.0,1356100.0,1237500.0,1196325.0
2006-05,1256500.0,1980100.0,907500.0,1108100.0,929300.0,813300.0,1363700.0,1246200.0,1200587.5
2006-06,1251300.0,1983200.0,908800.0,1110300.0,932300.0,813500.0,1369700.0,1254300.0,1202925.0
2006-07,1244100.0,1982800.0,907400.0,1108300.0,936900.0,814600.0,1374800.0,1261000.0,1203737.5
2006-08,1236800.0,1979700.0,904100.0,1101900.0,942600.0,817500.0,1378700.0,1266700.0,1203500.0
2006-09,1231000.0,1975600.0,899600.0,1092900.0,947800.0,822800.0,1383600.0,1272000.0,1203162.5
2006-10,1226500.0,1970600.0,894300.0,1084400.0,950600.0,828900.0,1390800.0,1276400.0,1202812.5
2006-11,1222800.0,1964700.0,888700.0,1078200.0,950400.0,834200.0,1399100.0,1279600.0,1202212.5
2006-12,1220300.0,1959500.0,883700.0,1074500.0,949800.0,838100.0,1407400.0,1281800.0,1201887.5
2007-01,1218800.0,1956900.0,880000.0,1071400.0,951900.0,840700.0,1415000.0,1283000.0,1202212.5
2007-02,1214000.0,1955000.0,876300.0,1065600.0,957200.0,841400.0,1417700.0,1281700.0,1201112.5
2007-03,1205900.0,1951500.0,870600.0,1053900.0,962500.0,840100.0,1416500.0,1275300.0,1197037.5
2007-04,1196200.0,1944300.0,862500.0,1037600.0,964100.0,836600.0,1413100.0,1264000.0,1189800.0
2007-05,1184800.0,1933800.0,853400.0,1021500.0,960300.0,830500.0,1406900.0,1250300.0,1180187.5
2007-06,1170300.0,1918100.0,844100.0,1007100.0,951700.0,820800.0,1397600.0,1234300.0,1168000.0
2007-07,1154600.0,1897000.0,834500.0,993000.0,939000.0,807200.0,1386000.0,1215200.0,1153312.5
2007-08,1139200.0,1872400.0,825200.0,978600.0,923800.0,791300.0,1370700.0,1195800.0,1137125.0
2007-09,1125400.0,1849300.0,816500.0,963500.0,908600.0,775700.0,1354300.0,1178100.0,1121425.0
2007-10,1112700.0,1828600.0,808200.0,947300.0,894500.0,761200.0,1339400.0,1162200.0,1106762.5
2007-11,1099600.0,1807500.0,798900.0,928500.0,880700.0,747400.0,1324700.0,1147600.0,1091862.5
2007-12,1085900.0,1783200.0,787600.0,907100.0,866400.0,732800.0,1309400.0,1133800.0,1075775.0
2008-01,1072700.0,1757400.0,775600.0,886300.0,851900.0,718400.0,1294800.0,1120800.0,1059737.5
2008-02,1057900.0,1730900.0,764500.0,868500.0,837900.0,705800.0,1278200.0,1108600.0,1044037.5
2008-03,1042800.0,1704900.0,754700.0,852200.0,824500.0,696000.0,1261600.0,1095900.0,1029075.0
2008-04,1030700.0,1681400.0,747600.0,837700.0,813600.0,689200.0,1247900.0,1084600.0,1016587.5
2008-05,1023000.0,1664500.0,744700.0,828000.0,807900.0,685300.0,1236800.0,1078300.0,1008562.5
2008-06,1017500.0,1652100.0,745400.0,822400.0,807700.0,681800.0,1228100.0,1075300.0,1003787.5
2008-07,1015200.0,1642300.0,746100.0,819300.0,809000.0,678000.0,1223000.0,1070100.0,1000375.0
2008-08,1015800.0,1634100.0,745700.0,818100.0,809000.0,674700.0,1218700.0,1063100.0,997400.0
2008-09,1018700.0,1629500.0,745800.0,818000.0,809200.0,672500.0,1215800.0,1057700.0,995900.0
2008-10,1022400.0,1627900.0,747800.0,818800.0,810400.0,671200.0,1214600.0,1054800.0,995987.5
2008-11,1025900.0,1626800.0,750200.0,819800.0,811300.0,670900.0,1213100.0,1053100.0,996387.5
2008-12,1030200.0,1624900.0,752300.0,820500.0,811800.0,671000.0,1211500.0,1051700.0,996737.5
2009-01,1035600.0,1623600.0,753800.0,821500.0,812400.0,671500.0,1211200.0,1049100.0,997337.5
2009-02,1037300.0,1620600.0,754500.0,822100.0,812600.0,671500.0,1208100.0,1044300.0,996375.0
2009-03,1034900.0,1612900.0,752600.0,819300.0,810700.0,670300.0,1202800.0,1035800.0,992412.5
2009-04,1032300.0,1601800.0,748400.0,813900.0,806200.0,668100.0,1197300.0,1025700.0,986712.5
2009-05,1031200.0,1590800.0,744000.0,809700.0,800700.0,664600.0,1190300.0,1016600.0,980987.5
2009-06,1029100.0,1582200.0,742000.0,808500.0,797600.0,664200.0,1187300.0,1011600.0,977812.5
2009-07,1026200.0,1578400.0,742600.0,809900.0,798000.0,672400.0,1193400.0,1012700.0,979200.0
2009-08,1023100.0,1579100.0,744400.0,812900.0,800100.0,687400.0,1202600.0,1020000.0,983700.0
2009-09,1019600.0,1583700.0,746400.0,817000.0,801900.0,702400.0,1210200.0,1028900.0,988762.5
2009-10,1014700.0,1591100.0,749400.0,822900.0,803700.0,715500.0,1215700.0,1036600.0,993700.0
2009-11,1009700.0,1598000.0,752000.0,829000.0,805400.0,725900.0,1217800.0,1041900.0,997462.5
2009-12,1002000.0,1603800.0,753400.0,836900.0,810200.0,732900.0,1217700.0,1045400.0,1000287.5
2010-01,987500.0,1610100.0,754400.0,843000.0,814700.0,737200.0,1207000.0,1046800.0,1000087.5
2010-02,983700.0,1614100.0,753900.0,842800.0,814300.0,739500.0,1201900.0,1044900.0,999387.5
2010-03,981900.0,1605300.0,755600.0,845300.0,813700.0,737600.0,1199600.0,1045400.0,998050.0
2010-04,973600.0,1602200.0,760400.0,858700.0,818200.0,733300.0,1190700.0,1051400.0,998562.5
2010-05,967600.0,1606400.0,763400.0,869600.0,821200.0,730200.0,1180200.0,1056300.0,999362.5
2010-06,968800.0,1614400.0,760700.0,870900.0,816100.0,727700.0,1169400.0,1052700.0,997587.5
2010-07,964000.0,1620400.0,758700.0,871600.0,812000.0,725300.0,1147800.0,1047000.0,993350.0
2010-08,961300.0,1630800.0,757600.0,875300.0,814700.0,724200.0,1137700.0,1047200.0,993600.0
2010-09,962500.0,1634200.0,756900.0,880200.0,818300.0,718300.0,1140700.0,1051200.0,995287.5
2010-10,964800.0,1630700.0,754600.0,882300.0,816300.0,706000.0,1132700.0,1047900.0,991912.5
2010-11,964700.0,1624700.0,750600.0,879000.0,812000.0,692700.0,1111300.0,1035600.0,983825.0
2010-12,962900.0,1626900.0,745600.0,871600.0,805800.0,685500.0,1091100.0,1025400.0,976850.0
2011-01,962900.0,1629300.0,742200.0,863700.0,798500.0,680600.0,1089300.0,1021100.0,973450.0
2011-02,961900.0,1632500.0,742500.0,858200.0,791400.0,675600.0,1095800.0,1020400.0,972287.5
2011-03,959700.0,1644300.0,743400.0,854100.0,784900.0,670900.0,1098700.0,1019000.0,971875.0
2011-04,956300.0,1652100.0,740000.0,847300.0,777100.0,667500.0,1100800.0,1015400.0,969562.5
2011-05,949500.0,1652500.0,734100.0,843600.0,768200.0,667100.0,1111300.0,1011400.0,967212.5
2011-06,941400.0,1655200.0,732600.0,846000.0,763100.0,671400.0,1125900.0,1016100.0,968962.5
2011-07,937600.0,1662700.0,733700.0,846600.0,761800.0,678900.0,1140600.0,1025300.0,973400.0
2011-08,935900.0,1666500.0,734000.0,845200.0,757200.0,682800.0,1147100.0,1022600.0,973912.5
2011-09,933100.0,1663400.0,731000.0,844300.0,749700.0,684000.0,1140800.0,1009400.0,969462.5
2011-10,929600.0,1659700.0,727600.0,843700.0,744700.0,686500.0,1131400.0,1003000.0,965775.0
2011-11,931800.0,1668000.0,728400.0,846000.0,741400.0,692500.0,1130700.0,1007800.0,968325.0
2011-12,938200.0,1679500.0,730400.0,850600.0,738000.0,698200.0,1137600.0,1012600.0,973137.5
2012-01,943100.0,1682600.0,728100.0,853200.0,737800.0,702300.0,1140000.0,1012800.0,974987.5
2012-02,943700.0,1683300.0,726100.0,857600.0,740500.0,706200.0,1140300.0,1013700.0,976425.0
2012-03,949300.0,1696900.0,728700.0,865200.0,745500.0,712700.0,1145700.0,1023100.0,983387.5
2012-04,960400.0,1719800.0,727900.0,873000.0,754200.0,718800.0,1152300.0,1033700.0,992512.5
2012-05,971600.0,1746400.0,725000.0,878800.0,768400.0,723200.0,1155100.0,1038100.0,1000825.0
2012-06,978800.0,1770100.0,723500.0,885500.0,776300.0,725600.0,1156400.0,1037200.0,1006675.0
2012-07,989400.0,1797200.0,725700.0,894400.0,774600.0,719600.0,1159900.0,1041500.0,1012787.5
2012-08,998500.0,1826100.0,730800.0,902300.0,777300.0,708600.0,1158300.0,1050800.0,1019087.5
2012-09,1001100.0,1859900.0,740100.0,906200.0,788500.0,705700.0,1155000.0,1063500.0,1027500.0
2012-10,1000400.0,1890900.0,747600.0,907100.0,803200.0,712500.0,1170900.0,1077800.0,1038800.0
2012-11,1000500.0,1917900.0,753800.0,910800.0,824600.0,717900.0,1210000.0,1091000.0,1053312.5
2012-12,1006000.0,1941600.0,767600.0,920700.0,846700.0,722300.0,1247700.0,1102600.0,1069400.0
2013-01,1018100.0,1971500.0,787400.0,933700.0,854400.0,728600.0,1273300.0,1116300.0,1085412.5
2013-02,1035300.0,2011700.0,802600.0,944800.0,855700.0,736700.0,1292100.0,1132600.0,1101437.5
2013-03,1055800.0,2065600.0,815100.0,963400.0,863700.0,745700.0,1305100.0,1151600.0,1120750.0
2013-04,1078400.0,2126400.0,844600.0,989500.0,881400.0,759400.0,1321300.0,1177100.0,1147262.5
2013-05,1092200.0,2176800.0,881600.0,1014500.0,898200.0,770600.0,1340200.0,1203700.0,1172225.0
2013-06,1111500.0,2216400.0,904900.0,1031200.0,912800.0,779400.0,1358800.0,1225600.0,1192575.0
2013-07,1134100.0,2249800.0,909700.0,1044400.0,922300.0,787000.0,1377300.0,1241600.0,1208275.0
2013-08,1146700.0,2276000.0,911200.0,1056100.0,924700.0,794600.0,1398300.0,1253800.0,1220175.0
2013-09,1151600.0,2294200.0,910400.0,1066900.0,925500.0,799800.0,1414400.0,1260700.0,1227937.5
2013-10,1163500.0,2314900.0,907600.0,1077400.0,932500.0,803500.0,1419600.0,1264000.0,1235375.0
2013-11,1177000.0,2334500.0,906800.0,1085500.0,937400.0,806800.0,1412400.0,1267200.0,1240950.0
2013-12,1181200.0,2345500.0,904800.0,1086000.0,942900.0,809600.0,1404300.0,1271300.0,1243200.0
2014-01,1179000.0,2356300.0,904800.0,1086700.0,966100.0,814100.0,1405700.0,1279300.0,1249000.0
2014-02,1182000.0,2371800.0,909900.0,1094700.0,1002300.0,819300.0,1411500.0,1289100.0,1260075.0
2014-03,1192500.0,2384700.0,913600.0,1101700.0,1025000.0,827700.0,1422600.0,1293000.0,1270100.0
2014-04,1204400.0,2400200.0,909600.0,1102100.0,1029000.0,839600.0,1441100.0,1290000.0,1277000.0
2014-05,1216600.0,2421700.0,910200.0,1100900.0,1028100.0,854100.0,1456600.0,1288100.0,1284537.5
2014-06,1222300.0,2436900.0,918200.0,1100400.0,1032700.0,860200.0,1459600.0,1287300.0,1289700.0
2014-07,1221900.0,2442600.0,925900.0,1098800.0,1040200.0,860500.0,1453200.0,1285400.0,1291062.5
2014-08,1223000.0,2449600.0,930100.0,1097200.0,1046000.0,860100.0,1443100.0,1283900.0,1291625.0
2014-09,1224800.0,2464600.0,934400.0,1096400.0,1046000.0,860000.0,1446100.0,1285100.0,1294675.0
2014-10,1225600.0,2479900.0,940400.0,1097300.0,1044900.0,860300.0,1467700.0,1288200.0,1300537.5
2014-11,1228500.0,2490600.0,944900.0,1100900.0,1043100.0,863500.0,1488600.0,1294100.0,1306775.0
2014-12,1231100.0,2499700.0,946400.0,1104300.0,1041600.0,863900.0,1497300.0,1299700.0,1310500.0
2015-01,1232500.0,2511200.0,943800.0,1106900.0,1043700.0,863300.0,1503500.0,1303600.0,1313562.5
2015-02,1232800.0,2526300.0,938000.0,1111900.0,1052200.0,865800.0,1512500.0,1308100.0,1318450.0
2015-03,1232600.0,2538800.0,934100.0,1114100.0,1062300.0,866400.0,1521700.0,1315500.0,1323187.5
2015-04,1232800.0,2539500.0,930700.0,1112100.0,1069600.0,861600.0,1527300.0,1322600.0,1324525.0
2015-05,1238200.0,2542100.0,923600.0,1110100.0,1069100.0,857700.0,1535800.0,1328700.0,1325662.5
2015-06,1250800.0,2556100.0,917600.0,1108000.0,1065300.0,858300.0,1550300.0,1335300.0,1330212.5
2015-07,1267600.0,2564700.0,919000.0,1105500.0,1064200.0,862500.0,1570800.0,1341600.0,1336987.5
2015-08,1285600.0,2572700.0,921900.0,1110300.0,1069400.0,869500.0,1595000.0,1350100.0,1346812.5
2015-09,1305100.0,2594700.0,924200.0,1118100.0,1080900.0,877500.0,1616600.0,1361200.0,1359787.5
2015-10,1315000.0,2617300.0,927700.0,1123600.0,1087900.0,883800.0,1625100.0,1369000.0,1368675.0
2015-11,1313500.0,2631200.0,934400.0,1127700.0,1086700.0,888700.0,1628600.0,1373800.0,1373075.0
2015-12,1314400.0,2650600.0,942100.0,1136000.0,1076300.0,893200.0,1637100.0,1380700.0,1378800.0
2016-01,1322500.0,2671100.0,949200.0,1143100.0,1053000.0,896100.0,1646100.0,1384000.0,1383137.5
2016-02,1324700.0,2682500.0,952100.0,1147100.0,1022900.0,897600.0,1651400.0,1383600.0,1382737.5
2016-03,1320900.0,2690300.0,955200.0,1149600.0,1002600.0,899500.0,1664300.0,1376900.0,1382412.5
2016-04,1318400.0,2696600.0,963100.0,1153400.0,983600.0,902500.0,1689000.0,1365100.0,1383962.5
2016-05,1323900.0,2702300.0,968200.0,1158400.0,988600.0,906500.0,1707400.0,1359700.0,1389375.0
2016-06,1324100.0,2709100.0,965500.0,1167900.0,1022300.0,910300.0,1702100.0,1361600.0,1395362.5
2016-07,1315700.0,2719300.0,964100.0,1180700.0,1062400.0,914500.0,1684800.0,1358900.0,1400050.0
2016-08,1308400.0,2730700.0,966500.0,1190900.0,1086900.0,919000.0,1679000.0,1355100.0,1404562.5
2016-09,1309500.0,2744500.0,968400.0,1197800.0,1100900.0,920400.0,1682400.0,1355400.0,1409912.5
2016-10,1311500.0,2761700.0,970800.0,1206600.0,1105600.0,917000.0,1681300.0,1359100.0,1414200.0
2016-11,1311600.0,2772900.0,970600.0,1213500.0,1114700.0,915000.0,1691000.0,1363000.0,1419037.5
2016-12,1311200.0,2770900.0,970000.0,1215300.0,1129100.0,917400.0,1708400.0,1366200.0,1423562.5
2017-01,1310700.0,2770400.0,974100.0,1220100.0,1142000.0,922600.0,1712700.0,1371800.0,1428050.0
2017-02,1306500.0,2780300.0,984100.0,1227300.0,1158400.0,927900.0,1705500.0,1377900.0,1433487.5
2017-03,1300700.0,2787900.0,992100.0,1223100.0,1167100.0,930000.0,1701600.0,1379800.0,1435287.5
2017-04,1296700.0,2787900.0,997900.0,1211700.0,1167500.0,926900.0,1693000.0,1381700.0,1432912.5
2017-05,1294300.0,2790600.0,1008500.0,1205600.0,1164900.0,925900.0,1683300.0,1388200.0,1432662.5
2017-06,1290700.0,2797700.0,1025600.0,1206600.0,1164600.0,932100.0,1691800.0,1396300.0,1438175.0
2017-07,1285500.0,2807600.0,1044700.0,1205900.0,1161000.0,937500.0,1713400.0,1403200.0,1444850.0
2017-08,1280500.0,2816400.0,1062600.0,1203200.0,1157500.0,941100.0,1725900.0,1409500.0,1449587.5
2017-09,1283800.0,2823000.0,1077800.0,1203400.0,1154000.0,948600.0,1729700.0,1416000.0,1454537.5
2017-10,1294700.0,2827200.0,1092800.0,1208100.0,1152800.0,959300.0,1735300.0,1423100.0,1461662.5
