,92602,92603,92604,92606,92612,92614,92618,92620,Irvine Average 3-Bedroom House Price
2000-12,334500.0,414900.0,297400.0,323000.0,335400.0,325600.0,324600.0,319800.0,334400.0
2001-01,338500.0,419000.0,300700.0,326500.0,339300.0,328900.0,328200.0,323700.0,338100.0
2001-02,342200.0,422700.0,304000.0,329800.0,342900.0,332200.0,331800.0,327300.0,341612.5
2001-03,345600.0,426000.0,307000.0,332700.0,346300.0,335300.0,335100.0,330800.0,344850.0
2001-04,348800.0,429000.0,309900.0,335500.0,349500.0,338400.0,338300.0,334300.0,347962.5
2001-05,351900.0,431800.0,312800.0,338200.0,352700.0,341300.0,341500.0,337700.0,350987.5
2001-06,355300.0,434800.0,315700.0,341100.0,356000.0,344200.0,344700.0,341200.0,354125.0
2001-07,358800.0,438100.0,318800.0,344100.0,359600.0,347100.0,347900.0,344900.0,357412.5
2001-08,362500.0,442000.0,322100.0,347500.0,363500.0,350200.0,351500.0,348700.0,361000.0
2001-09,366500.0,446600.0,325600.0,351100.0,367800.0,353700.0,355400.0,352800.0,364937.5
2001-10,371000.0,451700.0,329400.0,355000.0,372300.0,357500.0,359700.0,357200.0,369225.0
2001-11,375600.0,456900.0,333300.0,359100.0,377100.0,361500.0,364400.0,361900.0,373725.0
2001-12,380500.0,462200.0,337500.0,363300.0,382000.0,365700.0,369200.0,366600.0,378375.0
2002-01,385300.0,467500.0,341700.0,367500.0,386900.0,370000.0,374000.0,371200.0,383012.5
2002-02,389800.0,472300.0,345700.0,371500.0,391700.0,374300.0,378600.0,375600.0,387437.5
2002-03,394100.0,476700.0,349400.0,375300.0,396300.0,378500.0,383000.0,379700.0,391625.0
2002-04,398100.0,480700.0,353000.0,378800.0,400500.0,382600.0,387200.0,383700.0,395575.0
2002-05,402100.0,484500.0,356500.0,382200.0,404600.0,386600.0,391200.0,387500.0,399400.0
2002-06,406200.0,488500.0,360200.0,385800.0,408800.0,390500.0,395100.0,391400.0,403312.5
2002-07,410700.0,493000.0,364100.0,389600.0,413300.0,394500.0,399300.0,395500.0,407500.0
2002-08,415400.0,498200.0,368300.0,393800.0,418200.0,398700.0,403500.0,399900.0,412000.0
2002-09,420500.0,504200.0,372800.0,398400.0,423500.0,403300.0,408200.0,404600.0,416937.5
2002-10,425900.0,510700.0,377600.0,403200.0,429000.0,408200.0,413400.0,409600.0,422200.0
2002-11,432300.0,518500.0,383000.0,408900.0,435200.0,413900.0,419400.0,415100.0,428287.5
2002-12,439300.0,527000.0,388400.0,415000.0,441500.0,419800.0,425900.0,420600.0,434687.5
2003-01,445800.0,534600.0,393500.0,420100.0,447300.0,424700.0,431700.0,425500.0,440400.0
2003-02,451900.0,541200.0,398400.0,424400.0,452700.0,428800.0,436900.0,430100.0,445550.0
2003-03,458700.0,548400.0,403800.0,429500.0,458300.0,433100.0,442700.0,435000.0,451187.5
2003-04,466500.0,556300.0,409800.0,435700.0,464100.0,437900.0,449500.0,440500.0,457537.5
2003-05,474800.0,564800.0,416500.0,443000.0,470000.0,443500.0,457700.0,446700.0,464625.0
2003-06,483700.0,573500.0,423700.0,451600.0,476100.0,450500.0,467300.0,454100.0,472562.5
2003-07,493200.0,581400.0,431600.0,461200.0,482800.0,459100.0,478100.0,463000.0,481300.0
2003-08,503300.0,588000.0,439900.0,471500.0,490500.0,469000.0,489400.0,473200.0,490600.0
2003-09,514000.0,593600.0,448600.0,482100.0,499300.0,479600.0,500800.0,484400.0,500300.0
2003-10,525200.0,599200.0,457600.0,492800.0,509200.0,490300.0,511900.0,495700.0,510237.5
2003-11,536700.0,605900.0,466800.0,503400.0,519400.0,500600.0,522500.0,506900.0,520275.0
2003-12,548800.0,615000.0,476300.0,514300.0,529300.0,511000.0,533200.0,518300.0,530775.0
2004-01,562100.0,626800.0,486300.0,526400.0,539100.0,521900.0,545200.0,530900.0,542337.5
2004-02,577400.0,641200.0,497000.0,540100.0,549200.0,533600.0,559100.0,545600.0,555400.0
2004-03,594800.0,657400.0,508900.0,555300.0,560900.0,546200.0,575000.0,562600.0,570137.5
2004-04,614200.0,675300.0,521900.0,571300.0,574700.0,559800.0,592600.0,581400.0,586400.0
2004-05,634500.0,694100.0,535500.0,587000.0,589800.0,573800.0,610800.0,600700.0,603275.0
2004-06,654600.0,713300.0,548800.0,601200.0,604700.0,587700.0,628300.0,619100.0,619712.5
2004-07,672600.0,731700.0,560800.0,612500.0,617400.0,599700.0,643700.0,634900.0,634162.5
2004-08,687000.0,747800.0,570800.0,620200.0,626600.0,608600.0,655800.0,646900.0,645462.5
2004-09,697800.0,761000.0,578500.0,624600.0,632200.0,614200.0,664200.0,655300.0,653475.0
2004-10,705700.0,771200.0,584600.0,627500.0,635500.0,618100.0,669900.0,661300.0,659225.0
2004-11,711200.0,778300.0,589800.0,629800.0,637400.0,621700.0,673800.0,666100.0,663512.5
2004-12,715700.0,783000.0,595400.0,632700.0,639300.0,626500.0,676900.0,670500.0,667500.0
2005-01,719900.0,786600.0,601600.0,636300.0,642100.0,632500.0,680200.0,674500.0,671712.5
2005-02,724200.0,790100.0,608400.0,640300.0,645800.0,639200.0,683800.0,677500.0,676162.5
2005-03,728300.0,793700.0,615400.0,644300.0,650100.0,646000.0,687500.0,679600.0,680612.5
2005-04,731600.0,797600.0,622200.0,647600.0,654300.0,652700.0,690800.0,681500.0,684787.5
2005-05,733800.0,802100.0,628600.0,650000.0,658400.0,659100.0,693300.0,683900.0,688650.0
2005-06,735700.0,807600.0,634500.0,652100.0,663000.0,665400.0,695200.0,687100.0,692575.0
2005-07,737600.0,814100.0,639900.0,654200.0,668700.0,671700.0,696500.0,690300.0,696625.0
2005-08,740000.0,820900.0,644600.0,656900.0,674900.0,677900.0,697500.0,693000.0,700712.5
2005-09,743000.0,827700.0,648800.0,660700.0,681400.0,684000.0,698500.0,695100.0,704900.0
2005-10,746200.0,834600.0,652700.0,665500.0,687900.0,689600.0,699700.0,697400.0,709200.0
2005-11,749200.0,840800.0,656000.0,670900.0,694800.0,694400.0,701200.0,700200.0,713437.5
2005-12,752100.0,846400.0,658900.0,676800.0,702200.0,698200.0,703600.0,703900.0,717762.5
2006-01,755300.0,851300.0,661800.0,682600.0,709500.0,701000.0,707000.0,708200.0,722087.5
2006-02,758400.0,855700.0,664500.0,687900.0,715900.0,702700.0,710600.0,712500.0,726025.0
2006-03,760700.0,859700.0,666900.0,692000.0,721400.0,703400.0,713300.0,715800.0,729150.0
2006-04,761400.0,862600.0,668300.0,694700.0,725400.0,702700.0,713800.0,717200.0,730762.5
2006-05,760600.0,864100.0,669000.0,696000.0,727500.0,701200.0,711700.0,716300.0,730800.0
2006-06,758800.0,864300.0,668600.0,696500.0,727700.0,699100.0,708400.0,713800.0,729650.0
2006-07,755900.0,863200.0,666800.0,696000.0,725900.0,696500.0,704800.0,710300.0,727425.0
2006-08,752300.0,860900.0,664300.0,694500.0,722500.0,693900.0,701900.0,707100.0,724675.0
2006-09,748300.0,858500.0,662100.0,692200.0,718200.0,691600.0,700600.0,705100.0,722075.0
2006-10,744300.0,856100.0,660200.0,688700.0,713500.0,689200.0,700800.0,703700.0,719562.5
2006-11,740100.0,853200.0,658400.0,683700.0,708600.0,686200.0,701500.0,702200.0,716737.5
2006-12,736200.0,850200.0,656700.0,677500.0,704600.0,682800.0,702400.0,700800.0,713900.0
2007-01,732900.0,847800.0,654700.0,671300.0,701900.0,679300.0,702900.0,699900.0,711337.5
2007-02,729600.0,845400.0,651500.0,665300.0,699300.0,675400.0,701600.0,699100.0,708400.0
2007-03,725000.0,841800.0,646500.0,659100.0,695400.0,670700.0,698200.0,697700.0,704300.0
2007-04,718800.0,835900.0,640200.0,652300.0,689500.0,665200.0,693700.0,695100.0,698837.5
2007-05,712100.0,828100.0,633900.0,645700.0,681900.0,659300.0,689000.0,691500.0,692687.5
2007-06,704900.0,818800.0,627200.0,639500.0,673700.0,652200.0,684600.0,686800.0,685962.5
2007-07,697000.0,807700.0,619000.0,632400.0,665400.0,642800.0,680200.0,680100.0,678075.0
2007-08,688600.0,795100.0,610200.0,624400.0,657000.0,631800.0,675000.0,672100.0,669275.0
2007-09,680600.0,782700.0,602000.0,616500.0,649000.0,621100.0,669400.0,663700.0,660625.0
2007-10,672900.0,771600.0,594200.0,608800.0,641000.0,611600.0,663100.0,655300.0,652312.5
2007-11,664900.0,761000.0,586300.0,600700.0,632500.0,603200.0,655500.0,646800.0,643862.5
2007-12,655700.0,750500.0,577900.0,591900.0,622600.0,595500.0,646600.0,637500.0,634775.0
2008-01,645500.0,740700.0,569100.0,582300.0,611900.0,587800.0,636800.0,627400.0,625187.5
2008-02,634800.0,732500.0,560600.0,572500.0,601500.0,580000.0,626500.0,616800.0,615650.0
2008-03,623700.0,725400.0,552300.0,562300.0,592700.0,571900.0,616500.0,605800.0,606325.0
2008-04,612700.0,719200.0,544500.0,552200.0,586100.0,563700.0,607100.0,595100.0,597575.0
2008-05,603900.0,714200.0,538500.0,544600.0,582100.0,556700.0,599000.0,586900.0,590737.5
2008-06,597500.0,710500.0,533500.0,540000.0,579800.0,551200.0,592500.0,581400.0,585800.0
2008-07,593700.0,708000.0,528700.0,537000.0,577800.0,547400.0,588000.0,578000.0,582325.0
2008-08,592400.0,706700.0,525200.0,534800.0,575500.0,545000.0,585400.0,576500.0,580187.5
2008-09,592500.0,706900.0,523300.0,533400.0,573600.0,544200.0,584500.0,576200.0,579325.0
2008-10,592800.0,708400.0,522100.0,532700.0,572700.0,544200.0,584300.0,576400.0,579200.0
2008-11,593500.0,710500.0,521500.0,532600.0,572500.0,545000.0,584600.0,577300.0,579687.5
2008-12,594400.0,712600.0,521200.0,533200.0,572400.0,546400.0,585500.0,578700.0,580550.0
2009-01,595200.0,714300.0,520700.0,533700.0,571700.0,547100.0,586600.0,579900.0,581150.0
2009-02,595000.0,714800.0,519500.0,533500.0,569800.0,546200.0,586700.0,580100.0,580700.0
2009-03,593200.0,712900.0,516800.0,531600.0,566700.0,544100.0,586000.0,578800.0,578762.5
2009-04,590300.0,709500.0,513100.0,528100.0,562600.0,541200.0,584700.0,576700.0,575775.0
2009-05,587600.0,705500.0,509600.0,524600.0,558300.0,538300.0,582400.0,575000.0,572662.5
2009-06,586600.0,703600.0,508200.0,522900.0,554900.0,536900.0,580100.0,574000.0,570900.0
2009-07,588000.0,705300.0,510000.0,523100.0,553700.0,537100.0,579000.0,573700.0,571237.5
2009-08,591100.0,709300.0,514600.0,525300.0,554500.0,538500.0,579800.0,574200.0,573412.5
2009-09,594600.0,713600.0,520200.0,528700.0,556900.0,540800.0,583100.0,575700.0,576700.0
2009-10,598200.0,718600.0,525500.0,532600.0,560700.0,543700.0,588500.0,577800.0,580700.0
2009-11,602000.0,723100.0,530000.0,536300.0,565300.0,547300.0,594000.0,580200.0,584775.0
2009-12,606800.0,726500.0,533300.0,540000.0,569300.0,551000.0,599300.0,582800.0,588625.0
2010-01,610500.0,729100.0,535300.0,542900.0,571900.0,553300.0,603200.0,584800.0,591375.0
2010-02,610200.0,729800.0,535100.0,543500.0,572500.0,552900.0,604200.0,584800.0,591625.0
2010-03,609500.0,729000.0,536600.0,545600.0,570300.0,552200.0,605400.0,585000.0,591700.0
2010-04,613200.0,731800.0,541000.0,552800.0,569000.0,556000.0,610400.0,587900.0,595262.5
2010-05,617400.0,735300.0,543400.0,559600.0,571000.0,561200.0,615600.0,589000.0,599062.5
2010-06,617200.0,732400.0,543000.0,560000.0,573300.0,564000.0,616300.0,585100.0,598912.5
2010-07,615300.0,727000.0,545100.0,558400.0,573500.0,565700.0,615300.0,581100.0,597675.0
2010-08,614100.0,723700.0,546700.0,557600.0,573100.0,566700.0,615800.0,579400.0,597137.5
2010-09,613700.0,719800.0,545100.0,557500.0,571300.0,566500.0,614500.0,578600.0,595875.0
2010-10,611900.0,712600.0,542600.0,555800.0,567700.0,565300.0,609700.0,577300.0,592862.5
2010-11,607600.0,704200.0,537700.0,550400.0,561600.0,561700.0,601800.0,572600.0,587200.0
2010-12,602900.0,697200.0,532000.0,544900.0,556000.0,555900.0,593200.0,567200.0,581162.5
2011-01,600700.0,693500.0,528600.0,542500.0,551600.0,551400.0,585700.0,563300.0,577162.5
2011-02,600000.0,689700.0,528000.0,541200.0,549600.0,550400.0,582000.0,560200.0,575137.5
2011-03,599100.0,684400.0,526800.0,538500.0,550300.0,549900.0,577300.0,557000.0,572912.5
2011-04,597800.0,679800.0,525100.0,535300.0,551000.0,546700.0,570400.0,554600.0,570087.5
2011-05,595500.0,676700.0,523100.0,531600.0,548600.0,541400.0,566900.0,553100.0,567112.5
2011-06,594800.0,676100.0,521600.0,527300.0,544500.0,535900.0,568000.0,554000.0,565275.0
2011-07,593800.0,677200.0,519400.0,523400.0,541400.0,531700.0,568000.0,555700.0,563825.0
2011-08,589100.0,676100.0,516100.0,518700.0,541100.0,529200.0,566100.0,556200.0,561575.0
2011-09,581200.0,673000.0,511900.0,512800.0,542400.0,524800.0,562300.0,555000.0,557925.0
2011-10,576700.0,673000.0,508300.0,507800.0,542700.0,519500.0,557200.0,554000.0,554900.0
2011-11,575400.0,677300.0,507800.0,507500.0,544000.0,516200.0,554900.0,556000.0,554887.5
2011-12,574600.0,682300.0,509000.0,509000.0,545200.0,515100.0,554600.0,558300.0,556012.5
2012-01,572300.0,682200.0,508600.0,509600.0,544600.0,513500.0,554100.0,556900.0,555225.0
2012-02,571300.0,680500.0,507500.0,509200.0,544000.0,511200.0,553800.0,555600.0,554137.5
2012-03,571600.0,682200.0,506600.0,510500.0,545800.0,513300.0,555100.0,556600.0,555212.5
2012-04,571600.0,686100.0,504400.0,510300.0,547500.0,518900.0,556700.0,557500.0,556625.0
2012-05,573000.0,691900.0,503200.0,511400.0,549100.0,526900.0,560100.0,560900.0,559562.5
2012-06,575600.0,697700.0,505200.0,515800.0,553400.0,536000.0,565700.0,567200.0,564575.0
2012-07,579500.0,704400.0,507700.0,523200.0,560100.0,544200.0,572900.0,573800.0,570725.0
2012-08,585500.0,713500.0,509500.0,530800.0,564000.0,550200.0,578200.0,579400.0,576387.5
2012-09,592700.0,724900.0,513500.0,541200.0,567400.0,559000.0,584000.0,585800.0,583562.5
2012-10,598200.0,732500.0,518600.0,551600.0,573900.0,568300.0,592800.0,591600.0,590937.5
2012-11,602900.0,738000.0,523300.0,559900.0,580400.0,572900.0,601600.0,595600.0,596825.0
2012-12,607500.0,743900.0,529900.0,564200.0,587900.0,576500.0,608200.0,599500.0,602200.0
2013-01,612900.0,753200.0,539600.0,568700.0,599900.0,585300.0,616900.0,607300.0,610475.0
2013-02,622300.0,763400.0,551500.0,577400.0,614500.0,599900.0,628600.0,620800.0,622300.0
2013-03,635600.0,776400.0,566100.0,589400.0,627300.0,612400.0,642400.0,637300.0,635862.5
2013-04,650300.0,795000.0,583300.0,603800.0,641200.0,622900.0,657800.0,652000.0,650787.5
2013-05,663700.0,814100.0,598400.0,616500.0,654200.0,629100.0,671700.0,663200.0,663862.5
2013-06,675700.0,830000.0,611500.0,627500.0,665400.0,632400.0,684100.0,674700.0,675162.5
2013-07,683900.0,839400.0,623000.0,637400.0,674300.0,634600.0,694400.0,684500.0,683937.5
2013-08,688200.0,845200.0,633200.0,646100.0,683300.0,640500.0,700700.0,690200.0,690925.0
2013-09,690300.0,850200.0,640100.0,649000.0,688700.0,645500.0,703600.0,692200.0,694950.0
2013-10,692400.0,856000.0,644300.0,650600.0,691300.0,648900.0,706000.0,693100.0,697825.0
2013-11,694100.0,857500.0,646900.0,653900.0,692700.0,651900.0,707600.0,694700.0,699912.5
2013-12,695000.0,856500.0,648500.0,658400.0,694900.0,654400.0,708900.0,697200.0,701725.0
2014-01,698400.0,857000.0,650900.0,661700.0,697900.0,657800.0,711100.0,701300.0,704512.5
2014-02,704200.0,861800.0,654400.0,666200.0,699300.0,661900.0,715100.0,704800.0,708462.5
2014-03,709100.0,868400.0,656200.0,670200.0,700100.0,665300.0,718900.0,706500.0,711837.5
2014-04,710200.0,864400.0,657500.0,672000.0,703200.0,666200.0,721200.0,708700.0,712925.0
2014-05,710800.0,859700.0,660800.0,673000.0,707200.0,666600.0,722000.0,712200.0,714037.5
2014-06,712100.0,864100.0,661000.0,672800.0,706600.0,666000.0,719700.0,712300.0,714325.0
2014-07,713300.0,873100.0,656700.0,670000.0,703200.0,667400.0,717400.0,711000.0,714012.5
2014-08,713100.0,874500.0,653700.0,667300.0,702500.0,667700.0,718000.0,713200.0,713750.0
2014-09,713800.0,874800.0,654700.0,665200.0,704900.0,666200.0,719300.0,717000.0,714487.5
2014-10,714900.0,875400.0,657500.0,663300.0,706200.0,664800.0,720600.0,719700.0,715300.0
2014-11,716800.0,884000.0,661200.0,662100.0,707400.0,667900.0,724400.0,722900.0,718337.5
2014-12,717600.0,895500.0,662500.0,660200.0,708900.0,672000.0,728500.0,725400.0,721325.0
2015-01,716800.0,901100.0,662200.0,657800.0,710200.0,675300.0,730700.0,726700.0,722600.0
2015-02,717000.0,909400.0,663400.0,657200.0,713400.0,677800.0,731600.0,727800.0,724700.0
2015-03,719800.0,919400.0,666100.0,659100.0,717100.0,679700.0,734900.0,729200.0,728162.5
2015-04,723300.0,923200.0,668100.0,662000.0,719000.0,680400.0,739100.0,730900.0,730750.0
2015-05,725500.0,919300.0,671000.0,665600.0,723800.0,683300.0,741400.0,732400.0,732787.5
2015-06,725900.0,912400.0,674700.0,669900.0,732100.0,689800.0,743800.0,734900.0,735437.5
2015-07,726000.0,904500.0,678300.0,674100.0,738500.0,694100.0,746600.0,739900.0,737750.0
2015-08,729500.0,908100.0,684200.0,678400.0,741600.0,696700.0,749600.0,747200.0,741912.5
2015-09,735700.0,921200.0,690000.0,683400.0,743800.0,701200.0,754200.0,755000.0,748062.5
2015-10,739300.0,930000.0,692600.0,686900.0,745100.0,704000.0,759700.0,761400.0,752375.0
2015-11,741000.0,929900.0,694900.0,689500.0,747300.0,702700.0,765300.0,766600.0,754650.0
2015-12,744400.0,929000.0,699400.0,693700.0,751000.0,699900.0,771700.0,772300.0,757675.0
2016-01,747700.0,929400.0,700700.0,697300.0,754300.0,696600.0,776500.0,776600.0,759887.5
2016-02,747600.0,929200.0,698200.0,698800.0,754200.0,693400.0,778600.0,778000.0,759750.0
2016-03,746300.0,929700.0,696400.0,699700.0,752500.0,692800.0,778600.0,778600.0,759325.0
2016-04,744800.0,931900.0,698000.0,698700.0,751400.0,693600.0,777500.0,779300.0,759400.0
2016-05,743800.0,933100.0,701900.0,696600.0,751900.0,696100.0,777200.0,780100.0,760087.5
2016-06,742400.0,933000.0,705700.0,696900.0,754400.0,699700.0,777100.0,780100.0,761162.5
2016-07,740600.0,931900.0,708500.0,699500.0,759400.0,702900.0,777600.0,779100.0,762437.5
2016-08,739900.0,929900.0,711300.0,702900.0,763700.0,706500.0,778900.0,777900.0,763875.0
2016-09,741000.0,926400.0,714200.0,705600.0,764700.0,711800.0,780000.0,777100.0,765100.0
2016-10,744700.0,927100.0,718200.0,708000.0,766200.0,719400.0,780900.0,778300.0,767850.0
2016-11,749900.0,932600.0,721700.0,710200.0,769500.0,728600.0,782400.0,780300.0,771900.0
2016-12,755300.0,938200.0,724500.0,712900.0,772800.0,735100.0,784900.0,781600.0,775662.5
2017-01,759300.0,942800.0,728700.0,715800.0,776200.0,737500.0,787500.0,783400.0,778900.0
2017-02,762400.0,946900.0,734100.0,719600.0,782300.0,739700.0,791000.0,787300.0,782912.5
2017-03,765200.0,944200.0,737600.0,722500.0,790000.0,742000.0,795000.0,792200.0,786087.5
2017-04,768900.0,939100.0,737300.0,723800.0,792300.0,742500.0,797000.0,796000.0,787112.5
2017-05,772200.0,941500.0,735900.0,727000.0,790000.0,743700.0,795800.0,798800.0,788112.5
2017-06,776300.0,951800.0,735900.0,733700.0,788700.0,748800.0,795200.0,801800.0,791525.0
2017-07,782000.0,961900.0,738200.0,736500.0,789000.0,754500.0,797600.0,804300.0,795500.0
2017-08,788500.0,966700.0,738600.0,734300.0,790200.0,755700.0,802300.0,804300.0,797575.0
2017-09,792800.0,966900.0,737100.0,734000.0,796100.0,753400.0,807600.0,804800.0,799087.5
2017-10,795500.0,969000.0,736800.0,738900.0,804800.0,753900.0,811700.0,808300.0,802362.5
2017-11,798100.0,968500.0,740600.0,744300.0,811900.0,759800.0,815100.0,812800.0,806387.5
2017-12,801500.0,967200.0,745100.0,750600.0,815500.0,768600.0,820200.0,817900.0,810825.0
2018-01,805300.0,971300.0,749100.0,760200.0,817200.0,775200.0,826800.0,823400.0,816062.5
2018-02,807400.0,977500.0,752400.0,766300.0,819000.0,776500.0,830500.0,828000.0,819700.0
2018-03,806300.0,985200.0,755800.0,766000.0,824100.0,776600.0,831900.0,831700.0,822200.0
2018-04,803800.0,995200.0,756800.0,764800.0,829600.0,777900.0,833300.0,833600.0,824375.0
