"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2018-04-30,59130,"03452","NH","Keene","Cheshire","Jaffrey",10302,184900,0.00762942779291553,0.0289371174179188,0.108513189448441,0.0328604258508547,-0.00515116441317154,"2006-11","2006-Q4",204300,-0.0949583945178659,"2005-01"
2018-04-30,62386,"12084","NY","Albany","Albany","Guilderland",10303,299900,0.00874537504204507,0.00502680965147453,0.0791651673263764,0.0289650496783209,0.00947900971835436,"2018-04","2018-Q2",299900,0,"2018-04"
2018-04-30,66997,"21716","MD","Washington","Frederick","Brunswick",10304,216400,0.00324524802967084,0.0150093808630394,0.12182477967859,0.0751930709330846,-0.000552843926396207,"2006-07","2006-Q3",241000,-0.10207468879668,"2005-12"
2018-04-30,84208,"59833","MT",,"Ravalli","Florence",10305,315700,0.0203619909502262,0.0590405904059041,0.143840579710145,0.0361022724202318,0.0151599639104276,"2018-04","2018-Q2",315700,0,"2018-04"
2018-04-30,91871,"77358","TX","Huntsville","Walker","New Waverly",10306,151600,0.00932090545938748,0.0298913043478261,0.0549756437021573,0.0586657670607884,0.0266852615166799,"2018-04","2018-Q2",151600,0,"2018-04"
2018-04-30,65714,"19034","PA","Philadelphia","Montgomery","Upper Dublin",10307,463800,0.00957771005659556,0.0325022261798753,0.0350368221379156,0.0245164137377738,0.00169750065656271,"2006-06","2006-Q2",490700,-0.0548196454045242,"2005-09"
2018-04-30,76964,"44050","OH","Cleveland","Lorain","Lagrange",10308,159700,0.00503461296412838,0.0133248730964467,0.0991052993805919,0.0306871837671447,0.00736556576195557,"2018-04","2018-Q2",159700,0,"2018-04"
2018-04-30,60578,"07069","NJ","New York","Somerset","Watchung",10309,665500,-0.00239844101334133,-0.00224887556221889,0.044249176212145,0.0232334813212502,-0.00737061947348194,"2006-05","2006-Q2",776300,-0.142728326677831,"2004-07"
2018-04-30,62203,"11721","NY","New York","Suffolk","Centerport",10310,566400,0.00944573159864552,0.0244167118827998,0.16089362574298,0.0324123899456479,0.000780173425672048,"2006-06","2006-Q2",650000,-0.128615384615385,"2004-08"
2018-04-30,78554,"47356","IN","New Castle","Henry","Middletown",10311,103200,0.00291545189504373,0.022794846382557,0.0705394190871369,0.0245819491604184,0.0035569799376387,"2018-04","2018-Q2",103200,0,"2018-04"
2018-04-30,75017,"38826","MS","Tupelo","Lee","Tupelo",10312,163200,0.0161892901618929,0.0303030303030303,0.0277078085642317,0.017146957371682,0.00813424045235633,"2018-04","2018-Q2",163200,0,"2018-04"
2018-04-30,90230,"74016","OK","Tulsa","Rogers","Chelsea",10313,89600,0.0346420323325635,0.125628140703518,0.177398160315375,0.0813519732974686,0.0285753954977643,"2018-04","2018-Q2",89600,0,"2018-04"
2018-04-30,63435,"14132","NY","Buffalo","Niagara","Cambria",10314,163000,0.00928792569659443,0.026448362720403,0.0563836681788723,0.045159093105491,0.0246267151163817,"2018-04","2018-Q2",163000,0,"2018-04"
2018-04-30,93462,"80540","CO","Boulder","Boulder","Lyons",10315,501400,0.0145690004046945,0.0474200960935868,0.120697362539115,0.0998798752240646,0.0469176140747629,"2018-04","2018-Q2",501400,0,"2018-04"
2018-04-30,61829,"10516","NY","New York","Putnam","Philipstown",10316,500700,0.0201711491442543,0.086117136659436,0.0804920155373328,0.0527577532446839,0.0106209098871379,"2018-04","2018-Q2",500700,0,"2018-04"
2018-04-30,97518,"94027","CA","San Francisco","San Mateo","Atherton",10317,6704800,0.00106006539558356,0.0141424530727694,0.139555041895406,0.11097181438686,0.0710155249495261,"2018-04","2018-Q2",6704800,0,"2018-04"
2018-04-30,87127,"66211","KS","Kansas City","Johnson","Leawood",10318,801800,0.00488783055520742,0.000998751560549313,0.0794291868605277,0.0585031364501318,0.017152908547202,"2018-04","2018-Q2",801800,0,"2018-04"
2018-04-30,78897,"48003","MI","Detroit","Lapeer","Almont",10319,199100,-0.0119106699751861,-0.0211406096361849,0.0523255813953488,0.0681337762007381,0.0180420158003265,"2005-05","2005-Q2",230200,-0.135099913119027,"2003-10"
2018-04-30,87181,"66436","KS","Topeka","Jackson","Holton",10320,88500,0.00454029511918275,0.00340136054421769,0.0460992907801418,0.0369967177281574,-0.000338352544286824,"2007-04","2007-Q2",92600,-0.0442764578833693,"2005-05"
2018-04-30,100087,"99109","WA","Spokane","Stevens","Chewelah",10321,142500,-0.0192704748795595,-0.0776699029126214,-0.0233036326250857,0.0550612514571236,0.0184422660537835,"2017-11","2017-Q4",158100,-0.0986717267552182,"2017-03"
2018-04-30,94536,"84319","UT","Logan","Cache","Hyrum",10322,217800,0.011142061281337,0.0521739130434783,0.174757281553398,0.0496950821836557,0.0294067865814049,"2018-04","2018-Q2",217800,0,"2018-04"
2018-04-30,79288,"48626","MI","Saginaw","Saginaw","Hemlock",10323,125100,0.0121359223300971,0.0296296296296296,0.0459866220735786,0.0178654300764125,0.0168013987043751,"2005-09","2005-Q3",127500,-0.0188235294117647,"2005-05"
