92656,903.0
92801,20036.5
92802,20036.5
92804,20036.5
92805,20036.5
92806,20036.5
92807,20036.5
92808,20036.5
92821,2874.5
92823,2874.5
90620,4578.0
90621,4578.0
92626,7653.5
92627,7653.5
90630,1871.0
92629,1404.5
92708,2902.0
92831,8676.0
92832,8676.0
92833,8676.0
92835,8676.0
92840,8153.5
92841,8153.5
92843,8153.5
92844,8153.5
92845,8153.5
92646,10154.0
92647,10154.0
92648,10154.0
92649,10154.0
92602,7001.0
92603,7001.0
92604,7001.0
92606,7001.0
92612,7001.0
92614,7001.0
92617,7001.0
92618,7001.0
92620,7001.0
90631,2994.0
90623,797.5
92651,1358.5
92653,1337.5
92677,1621.0
92637,466.0
92630,2264.5
90720,836.0
92691,2641.5
92692,2641.5
92660,4869.5
92661,4869.5
92662,4869.5
92663,4869.5
92865,5890.5
92866,5890.5
92867,5890.5
92868,5890.5
92869,5890.5
92870,2031.5
92688,1017.0
92672,2093.0
92673,2093.0
92675,1394.0
92701,17098.0
92703,17098.0
92704,17098.0
92705,17098.0
92706,17098.0
92707,17098.0
90740,1497.5
90680,2011.5
92780,3734.5
92782,3734.5
92861,606.0
92683,6008.5
92886,2062.5
92887,2062.5
