,Zip Code,City,County,Households,<10k,10k - 15k,15k - 25k,25k - 35k,35k - 50k,50k - 75k,75k - 100k,100k - 150k,150k - 200k,200k+,Median Income ($),Mean Income ($)
193,91205,Glendale,Los Angeles,14266,6.8,11.8,16.9,11.2,12.3,15.7,10.3,8.7,3.5,2.8,38138.0,55882.0
194,91206,Glendale,Los Angeles,13005,5.4,6.7,12.8,8.9,12.5,14.7,11.6,12.1,7.1,8.3,53911.0,81571.0
195,91207,Glendale,Los Angeles,3954,1.9,7.1,10.8,7.2,6.8,9.9,11.6,15.1,10.8,18.7,86190.0,127089.0
196,91208,Glendale,Los Angeles,5876,2.9,2.2,4.5,5.0,6.6,12.4,10.0,21.6,15.4,19.4,111563.0,135221.0
197,91210,Glendale,Los Angeles,324,3.7,7.4,4.0,5.6,2.2,11.1,2.5,10.5,14.2,38.9,160132.0,187563.0
198,91214,La Crescenta,Los Angeles,10371,4.1,1.6,4.9,6.9,7.8,14.6,14.3,20.8,12.1,13.1,91255.0,111316.0
199,91301,Agoura Hills,Los Angeles,9183,1.9,1.2,4.1,4.4,6.0,16.4,11.1,16.8,14.0,24.0,115125.0,151750.0
200,91302,Calabasas,Los Angeles,9331,5.7,2.2,2.5,4.5,7.9,9.7,9.2,18.8,9.1,30.5,120288.0,186108.0
201,91303,Canoga Park,Los Angeles,9636,6.1,8.0,9.8,13.3,14.1,18.1,13.1,12.0,4.2,1.4,48238.0,60324.0
202,91304,Canoga Park,Los Angeles,16992,5.1,4.8,9.0,10.7,11.3,18.2,12.5,15.8,6.6,6.1,62690.0,82035.0
203,91306,Winnetka,Los Angeles,14501,4.4,5.0,7.5,10.6,12.4,18.8,14.8,17.3,5.6,3.7,62748.0,77011.0
204,91307,West Hills,Los Angeles,8674,2.0,1.7,5.4,5.8,7.1,11.5,13.3,25.0,12.9,15.3,103161.0,126726.0
205,91311,Chatsworth,Los Angeles,13869,4.6,2.9,6.7,6.4,9.7,15.0,15.9,18.2,9.7,10.9,80792.0,106311.0
206,91316,Encino,Los Angeles,12299,5.3,5.5,9.4,6.0,10.1,20.7,9.5,15.1,9.1,9.3,66128.0,97967.0
207,91320,Newbury Park,Ventura,15099,1.8,1.8,2.8,5.5,9.4,9.7,12.6,20.8,14.5,20.9,109810.0,140997.0
208,91321,Newhall,Los Angeles,11118,3.3,4.6,9.8,9.2,14.2,16.7,11.1,16.9,7.0,7.1,62237.0,87361.0
209,91324,Northridge,Los Angeles,9835,9.3,4.8,6.3,8.3,11.1,17.4,10.9,15.8,7.9,8.2,63368.0,86400.0
210,91325,Northridge,Los Angeles,11768,9.3,4.1,7.4,9.3,10.9,17.0,11.6,14.1,7.4,8.8,60593.0,86092.0
211,91326,Porter Ranch,Los Angeles,12285,4.6,2.5,4.1,4.0,7.8,14.0,11.1,21.7,13.3,16.8,101656.0,127141.0
212,91330,Northridge,Los Angeles,0,,,,,,,,,,,,
213,91331,Pacoima,Los Angeles,22579,4.9,5.7,11.1,10.4,14.4,20.0,16.2,12.2,3.3,1.7,53714.0,63813.0
214,91335,Reseda,Los Angeles,23927,6.7,7.5,11.9,9.7,13.0,16.7,11.4,14.3,5.5,3.4,51263.0,68390.0
215,91340,San Fernando,Los Angeles,8287,4.4,5.8,11.1,9.2,15.0,20.0,13.3,15.8,3.5,1.8,55463.0,66841.0
216,91342,Sylmar,Los Angeles,24457,4.3,4.1,9.0,8.5,14.2,18.7,13.6,17.6,7.0,3.1,63895.0,75677.0
217,91343,North Hills,Los Angeles,17414,5.8,5.6,11.4,9.9,11.3,16.7,12.4,15.2,6.5,5.2,58285.0,77650.0
218,91344,Granada Hills,Los Angeles,16907,2.7,3.3,6.9,6.5,10.6,16.2,14.1,19.8,10.0,9.9,81335.0,103874.0
219,91345,Mission Hills,Los Angeles,5171,4.0,3.0,7.5,11.0,11.4,21.2,17.0,16.7,6.0,2.1,65818.0,76206.0
220,91350,Santa Clarita,Los Angeles,11413,2.2,2.0,4.9,3.3,8.5,13.1,14.5,26.6,14.0,10.9,101695.0,114458.0
221,91351,Canyon Country,Los Angeles,10157,3.6,2.7,7.1,8.1,11.2,19.7,16.0,18.4,7.6,5.6,70663.0,87190.0
222,91352,Sun Valley,Los Angeles,12242,4.9,6.1,13.0,10.1,14.9,20.3,12.2,12.2,4.1,2.4,51047.0,64179.0
223,91354,Valencia,Los Angeles,9838,1.6,1.7,5.0,2.3,5.2,10.7,14.5,24.8,14.1,19.9,116009.0,132951.0
224,91355,Valencia,Los Angeles,12530,3.1,3.3,3.8,6.0,6.7,17.9,17.1,19.4,10.3,12.4,89889.0,108714.0
225,91356,Tarzana,Los Angeles,11493,6.8,4.8,6.6,6.3,11.3,17.8,10.8,14.7,7.3,13.7,68817.0,113682.0
226,91360,Thousand Oaks,Ventura,15029,3.8,3.5,6.0,5.1,7.7,16.0,11.7,20.8,12.3,13.0,90459.0,109108.0
227,91361,Westlake Village,Ventura,8570,4.3,2.1,4.1,4.5,7.0,12.6,10.1,19.2,12.2,23.9,109966.0,160781.0
228,91362,Thousand Oaks,Ventura,13481,2.5,3.2,5.7,4.3,7.1,11.8,12.9,20.0,10.7,21.8,103894.0,144352.0
229,91364,Woodland Hills,Los Angeles,10415,4.3,2.6,5.7,6.9,7.0,13.9,11.2,18.5,12.9,16.9,96635.0,129991.0
230,91367,Woodland Hills,Los Angeles,17426,5.7,3.4,5.5,6.2,9.7,16.9,11.4,17.0,10.7,13.4,80751.0,107810.0
231,91371,Woodland Hills,Los Angeles,0,,,,,,,,,,,,
232,91377,Oak Park,Ventura,5407,3.3,0.6,3.7,5.3,5.1,12.7,10.3,20.7,12.3,26.1,121348.0,155476.0
233,91381,Stevenson Ranch,Los Angeles,6744,2.7,1.6,2.9,4.1,7.4,9.9,10.3,24.9,12.7,23.4,117835.0,155494.0
234,91384,Castaic,Los Angeles,7073,2.7,2.1,3.1,5.3,7.0,14.6,13.8,28.9,12.9,9.7,102744.0,112701.0
235,91387,Canyon Country,Los Angeles,13757,4.0,1.7,4.1,5.6,10.1,16.6,18.2,19.5,10.2,10.0,84930.0,103467.0
236,91390,Santa Clarita,Los Angeles,6475,1.9,1.5,4.5,4.1,7.3,13.1,13.1,23.2,15.7,15.7,108391.0,122102.0
237,91401,Van Nuys,Los Angeles,14835,5.5,8.1,12.3,10.2,14.3,16.2,10.6,11.6,5.6,5.5,49153.0,70684.0
238,91402,Panorama City,Los Angeles,18950,7.2,8.5,14.9,14.7,15.4,16.1,9.4,10.0,2.5,1.3,39095.0,52846.0
239,91403,Sherman Oaks,Los Angeles,11355,3.2,4.4,6.7,7.3,11.3,13.2,11.2,18.4,8.4,15.9,83241.0,125696.0
240,91405,Van Nuys,Los Angeles,17213,7.3,8.1,15.8,13.1,18.0,15.6,9.9,7.1,2.7,2.3,39472.0,54050.0
241,91406,Van Nuys,Los Angeles,18094,5.2,7.2,12.4,10.4,15.0,17.1,10.9,13.8,4.5,3.6,49764.0,67707.0
242,91411,Van Nuys,Los Angeles,9607,5.8,7.7,14.9,10.7,13.1,16.7,9.5,12.0,4.5,5.1,47126.0,69514.0
243,91423,Sherman Oaks,Los Angeles,15246,4.7,2.5,5.3,6.9,10.0,17.4,10.8,16.4,10.0,16.1,81753.0,122550.0
244,91436,Encino,Los Angeles,5492,3.9,1.6,4.7,2.8,5.6,8.3,8.9,18.2,7.4,38.5,137683.0,210832.0
245,91501,Burbank,Los Angeles,7598,5.2,4.3,11.9,10.8,12.5,16.0,13.3,12.7,6.7,6.7,61048.0,79943.0
246,91502,Burbank,Los Angeles,5334,10.6,10.9,18.2,6.7,11.5,17.7,8.5,10.3,4.1,1.6,40083.0,54710.0
247,91504,Burbank,Los Angeles,9497,3.7,2.8,7.6,6.4,12.6,17.5,12.4,14.6,10.9,11.6,74006.0,100461.0
248,91505,Burbank,Los Angeles,13051,7.3,3.4,5.9,6.9,9.4,14.4,16.0,19.2,9.9,7.6,80389.0,91961.0
249,91506,Burbank,Los Angeles,7275,5.1,4.0,6.2,6.6,12.4,17.0,13.0,17.3,9.3,9.0,73661.0,94793.0
250,91601,North Hollywood,Los Angeles,16972,5.8,8.3,10.8,10.3,14.4,19.1,11.7,10.6,4.1,4.9,50275.0,66320.0
251,91602,North Hollywood,Los Angeles,9485,5.0,3.1,9.1,7.8,10.7,15.5,13.3,16.7,7.5,11.4,72417.0,99154.0
252,91604,Studio City,Los Angeles,14334,4.4,3.0,7.2,5.3,6.6,14.4,11.6,16.1,8.8,22.6,94583.0,143386.0
253,91605,North Hollywood,Los Angeles,15932,8.1,7.6,14.1,10.9,14.7,17.8,10.6,10.5,2.9,2.7,44913.0,59419.0
254,91606,North Hollywood,Los Angeles,15328,6.3,8.4,15.3,11.4,15.4,17.9,9.0,9.6,4.3,2.3,42273.0,57799.0
255,91607,Valley Village,Los Angeles,13678,6.1,5.5,10.6,9.8,12.6,17.2,10.1,13.4,5.4,9.4,56096.0,85965.0
256,91608,Universal City,Los Angeles,0,,,,,,,,,,,,
257,91701,Rancho Cucamonga,San Bernardino,13203,3.7,2.6,5.8,6.2,9.2,16.7,13.9,21.3,13.7,6.8,83426.0,101212.0
258,91702,Azusa,Los Angeles,15056,4.5,3.2,10.1,10.0,14.2,20.3,13.8,16.0,5.3,2.6,59027.0,70561.0
259,91706,Baldwin Park,Los Angeles,17921,4.6,4.3,10.0,10.7,15.6,23.3,14.2,12.0,2.9,2.3,53693.0,64494.0
260,91708,Chino,San Bernardino,326,0.0,0.9,6.7,2.5,4.6,26.1,16.6,26.7,13.5,2.5,82833.0,100097.0
261,91709,Chino Hills,San Bernardino,24034,3.7,1.9,4.0,4.9,7.7,15.6,13.8,24.6,11.9,11.8,97222.0,113249.0
262,91710,Chino,San Bernardino,21430,3.1,3.5,8.0,5.4,10.7,21.0,15.6,19.8,7.6,5.3,72969.0,88093.0
263,91711,Claremont,Los Angeles,11955,3.7,2.8,5.4,6.3,10.1,12.7,11.3,20.3,11.5,15.8,94509.0,120101.0
264,91722,Covina,Los Angeles,10036,2.2,3.2,7.5,7.6,14.2,18.4,19.2,18.2,7.0,2.5,69708.0,79257.0
265,91723,Covina,Los Angeles,6079,3.2,3.8,10.0,10.1,15.3,19.5,13.8,13.8,6.7,3.8,60053.0,74860.0
266,91724,Covina,Los Angeles,8057,5.9,2.1,5.5,5.9,10.7,17.5,12.5,23.3,10.6,5.9,80797.0,93582.0
267,91730,Rancho Cucamonga,San Bernardino,23234,5.5,3.6,8.4,9.0,11.6,20.3,16.3,15.4,6.7,3.2,63567.0,75632.0
268,91731,El Monte,Los Angeles,8345,5.0,8.9,22.4,14.4,14.8,17.1,7.1,7.5,1.5,1.3,34554.0,48337.0
269,91732,El Monte,Los Angeles,16134,5.1,5.9,14.6,12.8,17.7,18.9,11.3,8.1,3.5,2.2,44421.0,58984.0
270,91733,South El Monte,Los Angeles,11216,4.2,5.1,19.6,13.7,17.5,17.5,10.8,8.6,2.0,1.0,40841.0,53187.0
271,91737,Rancho Cucamonga,San Bernardino,8201,3.8,1.9,4.3,4.5,8.4,11.9,15.6,25.1,10.8,13.6,99333.0,118014.0
272,91739,Rancho Cucamonga,San Bernardino,11533,2.7,0.6,5.2,3.9,9.1,11.6,16.7,22.6,11.4,16.2,100336.0,119930.0
273,91740,Glendora,Los Angeles,8337,4.4,2.2,7.0,8.1,11.9,22.3,12.6,18.4,8.9,4.2,68487.0,82996.0
274,91741,Glendora,Los Angeles,8753,3.9,4.2,6.3,6.7,7.8,12.8,13.4,21.3,10.1,13.6,88612.0,115965.0
275,91744,La Puente,Los Angeles,18454,4.8,3.8,9.0,8.4,13.6,22.0,14.4,16.5,5.0,2.6,60784.0,72059.0
276,91745,Hacienda Heights,Los Angeles,16003,3.8,2.6,6.2,7.2,10.9,17.3,14.6,19.9,9.7,7.7,79280.0,95661.0
277,91746,La Puente,Los Angeles,6704,5.5,5.7,6.3,7.4,14.6,20.0,14.2,18.1,6.1,2.1,61357.0,72180.0
278,91748,Rowland Heights,Los Angeles,13505,5.5,4.2,9.1,8.3,13.4,17.5,12.4,15.2,7.9,6.6,61740.0,83817.0
279,91750,La Verne,Los Angeles,11818,3.6,3.5,8.5,6.1,9.2,17.5,12.7,20.7,8.6,9.5,78375.0,100231.0
280,91752,Mira Loma,Riverside,8129,3.4,5.1,9.8,9.0,11.7,18.3,12.6,18.6,6.6,5.0,64960.0,79420.0
281,91754,Monterey Park,Los Angeles,10828,7.3,6.5,10.2,9.0,9.8,16.1,12.9,14.1,6.7,7.4,58833.0,82476.0
282,91755,Monterey Park,Los Angeles,8761,6.3,7.1,12.6,11.3,14.3,14.5,9.1,13.8,5.3,5.7,48350.0,70252.0
283,91759,Mt Baldy,Los Angeles,217,3.7,5.1,4.6,12.4,22.6,14.7,13.4,14.7,6.0,2.8,56250.0,71719.0
284,91761,Ontario,San Bernardino,16392,4.6,3.5,8.4,7.5,12.7,21.8,15.8,17.8,5.9,2.1,65154.0,74362.0
285,91762,Ontario,San Bernardino,16967,5.9,5.9,12.4,11.5,13.9,22.3,12.1,10.5,3.7,1.7,50309.0,60077.0
286,91763,Montclair,San Bernardino,10365,5.8,4.5,9.8,10.7,18.7,19.1,13.8,12.6,3.9,1.1,50573.0,62053.0
287,91764,Ontario,San Bernardino,15566,6.1,4.6,10.7,9.0,18.5,22.2,12.6,12.0,2.6,1.7,50728.0,61521.0
288,91765,Diamond Bar,Los Angeles,15008,2.8,2.2,4.8,9.1,8.4,14.4,13.2,22.7,12.1,10.3,90690.0,106114.0
289,91766,Pomona,Los Angeles,17809,6.0,4.6,10.1,11.1,17.7,19.2,13.7,12.1,3.5,1.9,50412.0,64189.0
290,91767,Pomona,Los Angeles,13957,6.5,6.5,11.0,10.8,13.1,18.8,12.8,13.4,5.2,1.8,52184.0,65230.0
291,91768,Pomona,Los Angeles,8140,5.2,5.0,12.6,13.5,15.9,19.8,11.3,11.7,3.1,1.8,46964.0,61711.0
292,91770,Rosemead,Los Angeles,17107,5.2,6.6,14.8,12.2,13.4,18.6,11.5,11.1,4.0,2.7,46862.0,62363.0
293,91773,San Dimas,Los Angeles,11831,4.6,2.6,7.5,7.7,9.1,16.4,13.3,21.2,8.3,9.2,78799.0,97461.0
294,91775,San Gabriel,Los Angeles,8164,4.1,4.0,7.5,6.0,10.1,15.3,14.3,18.4,10.4,10.0,79637.0,102401.0
295,91776,San Gabriel,Los Angeles,11593,5.8,4.6,12.5,12.2,15.4,18.5,11.1,12.5,4.2,3.1,49443.0,64507.0
296,91780,Temple City,Los Angeles,11305,5.5,4.4,10.3,8.0,12.2,16.8,13.7,16.5,7.4,5.4,62461.0,79666.0
297,91784,Upland,San Bernardino,9158,2.1,2.3,4.7,4.5,7.1,15.1,13.0,22.6,14.2,14.4,102209.0,125774.0
298,91786,Upland,San Bernardino,19186,8.8,5.9,9.1,10.9,13.6,20.6,10.6,12.6,5.3,2.4,51651.0,63908.0
299,91789,Walnut,Los Angeles,13126,4.9,2.2,4.7,5.1,9.9,15.0,12.0,21.1,12.3,12.9,93231.0,112462.0
300,91790,West Covina,Los Angeles,12398,1.8,2.7,7.2,9.3,12.9,18.7,17.0,20.0,7.2,3.2,72746.0,82091.0
301,91791,West Covina,Los Angeles,10023,4.3,4.0,8.9,7.5,10.5,15.3,13.7,19.9,9.5,6.4,73917.0,90840.0
302,91792,West Covina,Los Angeles,8670,4.4,2.9,8.1,9.1,12.5,18.5,14.8,19.3,6.3,4.0,67843.0,79848.0
303,91801,Alhambra,Los Angeles,19536,8.5,5.3,12.6,9.5,11.8,18.5,10.4,13.9,4.7,4.8,51867.0,69636.0
304,91803,Alhambra,Los Angeles,9566,5.3,5.9,10.3,8.2,14.9,15.6,13.2,16.4,5.9,4.2,57380.0,74382.0
305,91901,Alpine,San Diego,6516,5.0,3.1,5.6,6.1,13.1,13.7,11.4,23.6,11.4,7.0,81603.0,97782.0
306,91902,Bonita,San Diego,6001,4.7,1.5,3.9,4.0,10.4,14.8,15.5,18.5,13.4,13.2,90184.0,113270.0
307,91905,Boulevard,San Diego,537,10.1,14.5,15.6,14.5,10.8,20.5,8.0,3.7,2.2,0.0,31051.0,43018.0
308,91906,Campo,San Diego,1236,7.4,5.5,16.0,8.0,14.1,19.9,11.5,12.0,5.7,0.0,49000.0,58514.0
309,91910,Chula Vista,San Diego,25272,6.2,6.3,10.2,8.6,14.6,16.7,13.6,15.4,5.2,3.1,55492.0,70975.0
310,91911,Chula Vista,San Diego,24309,5.2,6.2,11.1,11.8,13.8,20.3,14.5,11.4,3.5,2.1,51383.0,62932.0
311,91913,Chula Vista,San Diego,14051,5.1,1.6,6.3,7.7,6.7,15.5,19.9,23.5,9.9,3.9,83693.0,91033.0
312,91914,Chula Vista,San Diego,4582,1.3,1.3,3.4,5.9,3.1,7.8,16.1,24.7,17.1,19.3,124578.0,137640.0
313,91915,Chula Vista,San Diego,7993,2.0,1.7,3.2,3.3,10.1,15.4,11.2,34.1,10.3,8.8,104170.0,111918.0
314,91916,Descanso,San Diego,587,4.1,1.2,5.3,6.0,4.4,19.6,15.7,24.5,15.2,4.1,84076.0,94606.0
315,91917,Dulzura,San Diego,213,0.0,30.0,3.3,4.2,0.0,7.0,41.3,10.8,0.0,3.3,76065.0,66047.0
316,91931,Guatay,San Diego,132,0.0,20.5,37.9,3.8,21.2,0.0,16.7,0.0,0.0,0.0,24083.0,34914.0
317,91932,Imperial Beach,San Diego,9044,6.4,7.1,9.4,10.9,19.0,19.0,13.5,9.8,2.5,2.5,48010.0,59870.0
318,91934,Jacumba,San Diego,187,31.0,0.0,15.0,36.9,10.2,0.0,0.0,7.0,0.0,0.0,25354.0,24811.0
319,91935,Jamul,San Diego,2718,2.1,3.5,5.9,3.7,10.8,10.0,13.4,21.5,12.7,16.4,100976.0,121916.0
320,91941,La Mesa,San Diego,12004,4.0,4.5,4.9,11.0,10.6,17.6,14.7,17.3,6.7,8.8,71197.0,95549.0
321,91942,La Mesa,San Diego,16700,4.0,7.0,9.0,8.9,14.6,19.2,15.8,15.1,3.6,2.7,55753.0,70677.0
322,91945,Lemon Grove,San Diego,8538,4.4,5.2,8.4,10.8,15.5,20.1,14.1,16.0,4.5,1.0,59025.0,66936.0
323,91948,Mount Laguna,San Diego,13,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,
324,91950,National City,San Diego,16204,7.4,8.2,15.3,11.7,15.5,18.7,9.8,9.1,3.2,1.2,41867.0,54302.0
325,91962,Pine Valley,San Diego,751,4.8,0.0,4.7,11.1,8.4,14.2,6.4,23.4,20.1,6.9,100302.0,103381.0
326,91963,Potrero,San Diego,321,0.0,12.5,10.3,27.1,6.2,24.3,0.0,10.0,9.7,0.0,42563.0,53978.0
327,91977,Spring Valley,San Diego,18648,4.3,4.7,8.1,9.0,15.0,20.3,13.2,16.3,5.8,3.2,58937.0,73277.0
328,91978,Spring Valley,San Diego,3168,5.7,3.7,7.1,10.4,12.7,20.3,11.9,16.4,6.3,5.6,61508.0,76675.0
329,91980,Tecate,San Diego,78,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,,
330,92003,Bonsall,San Diego,1811,3.1,4.8,7.2,6.6,5.4,26.6,11.8,14.7,10.0,9.7,71128.0,106406.0
331,92004,Borrego Springs,San Diego,1230,6.7,11.8,16.7,16.6,17.1,18.8,8.8,2.1,1.4,0.0,33487.0,41597.0
332,92007,Cardiff By The Sea,San Diego,4461,3.7,2.6,7.0,3.0,7.6,13.1,13.9,17.1,9.8,22.2,98264.0,136258.0
333,92008,Carlsbad,San Diego,11263,3.8,2.5,5.2,5.9,11.9,18.8,16.2,16.8,6.9,12.1,77802.0,103781.0
334,92009,Carlsbad,San Diego,16396,5.3,1.1,4.3,3.8,7.2,10.3,11.3,20.5,12.7,23.6,112189.0,144855.0
335,92010,Carlsbad,San Diego,5736,4.3,0.8,8.0,5.8,5.8,14.0,12.9,21.4,13.6,13.4,97770.0,113898.0
336,92011,Carlsbad,San Diego,9388,7.4,1.9,5.4,5.1,6.8,10.8,10.0,22.5,11.2,18.8,105049.0,127812.0
337,92014,Del Mar,San Diego,6148,4.4,3.1,1.9,4.4,4.2,9.9,13.3,16.2,12.5,30.3,120882.0,187673.0
338,92019,El Cajon,San Diego,14972,4.9,4.3,6.5,9.1,10.8,14.9,16.2,18.5,7.4,7.6,74400.0,91078.0
339,92020,El Cajon,San Diego,19188,5.3,7.2,14.1,10.9,11.7,18.3,10.8,11.7,5.6,4.4,50617.0,69590.0
340,92021,El Cajon,San Diego,22405,5.6,6.2,12.5,13.1,13.7,17.8,11.7,11.2,5.0,3.1,48569.0,65900.0
341,92024,Encinitas,San Diego,19249,4.7,2.3,6.4,6.3,6.0,13.3,10.5,19.8,11.4,19.4,101096.0,133635.0
342,92025,Escondido,San Diego,15184,6.0,4.4,11.7,13.2,13.9,17.4,10.6,11.0,6.3,5.4,50774.0,74443.0
343,92026,Escondido,San Diego,16733,8.3,3.3,9.2,10.6,11.6,18.6,11.8,13.9,8.0,4.6,59539.0,77099.0
344,92027,Escondido,San Diego,16137,4.6,4.0,10.4,11.1,14.7,18.3,12.1,15.3,6.4,3.1,56250.0,73327.0
345,92028,Fallbrook,San Diego,16610,7.2,3.8,7.2,9.4,13.9,17.7,11.7,14.8,6.8,7.5,60196.0,84502.0
346,92029,Escondido,San Diego,6929,6.5,0.7,5.0,7.2,7.8,16.5,15.7,19.4,9.0,12.3,86250.0,106300.0
347,92036,Julian,San Diego,1161,6.1,1.9,20.8,5.9,22.2,21.7,10.7,6.5,4.0,0.2,45156.0,53044.0
348,92037,La Jolla,San Diego,16818,6.0,2.0,5.8,5.5,7.8,12.0,9.6,16.0,10.4,24.8,102297.0,163908.0
349,92040,Lakeside,San Diego,14792,4.8,3.1,7.6,6.7,13.2,18.9,19.2,15.7,6.1,4.6,66960.0,80821.0
350,92054,Oceanside,San Diego,15622,6.4,4.3,8.5,10.4,15.9,21.4,11.8,12.3,3.8,5.2,53519.0,75777.0
351,92055,Camp Pendleton,San Diego,103,52.4,0.0,0.0,0.0,0.0,0.0,0.0,47.6,0.0,0.0,,
352,92056,Oceanside,San Diego,19769,7.8,2.9,6.4,9.3,13.4,16.3,15.9,15.7,7.2,5.0,63109.0,78744.0
353,92057,Oceanside,San Diego,19025,7.3,2.1,8.5,6.7,12.5,19.7,13.9,15.4,6.8,7.0,63473.0,81780.0
354,92059,Pala,San Diego,352,7.7,3.1,10.5,5.1,6.8,21.3,4.3,14.2,13.1,13.9,66288.0,107068.0
355,92060,Palomar Mountain,San Diego,50,20.0,20.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,,52580.0
356,92061,Pauma Valley,San Diego,596,3.4,11.4,1.8,4.0,29.0,5.7,16.8,13.4,7.6,6.9,52500.0,103768.0
357,92064,Poway,San Diego,15822,2.4,2.6,5.4,6.1,7.5,13.9,12.5,22.3,12.7,14.7,98942.0,125843.0
358,92065,Ramona,San Diego,11843,3.8,1.8,5.8,5.8,10.7,19.3,13.2,22.8,8.4,8.3,79169.0,97271.0
359,92066,Ranchita,San Diego,169,7.1,11.2,5.9,10.1,13.0,21.9,10.7,20.1,0.0,0.0,51023.0,55147.0
360,92067,Rancho Santa Fe,San Diego,3110,6.7,0.5,4.2,5.4,6.2,11.5,6.3,12.8,14.2,32.1,133355.0,192739.0
361,92069,San Marcos,San Diego,14405,8.0,2.9,8.3,8.1,13.8,18.8,12.6,18.7,5.8,3.0,59770.0,73477.0
362,92070,Santa Ysabel,San Diego,389,8.7,7.2,13.6,12.3,19.0,21.6,3.3,7.2,3.1,3.9,43447.0,57915.0
363,92071,Santee,San Diego,19436,2.9,2.8,5.8,7.5,10.5,18.2,16.7,21.7,9.7,4.1,77712.0,88484.0
364,92075,Solana Beach,San Diego,5449,2.8,0.8,5.5,7.3,9.3,16.3,8.2,18.2,8.3,23.4,99688.0,139341.0
365,92078,San Marcos,San Diego,17317,9.4,2.6,10.6,6.5,8.4,17.6,11.8,16.1,8.8,8.2,65686.0,88566.0
366,92081,Vista,San Diego,10622,10.9,2.4,5.6,9.5,12.6,19.4,14.6,16.3,5.7,3.0,60682.0,73261.0
367,92082,Valley Center,San Diego,6057,6.8,3.1,10.2,7.8,7.1,14.3,12.5,20.2,10.4,7.6,76530.0,90101.0
368,92083,Vista,San Diego,10851,7.6,2.9,9.3,13.6,12.9,22.9,11.9,12.1,4.8,2.0,52123.0,63759.0
369,92084,Vista,San Diego,15391,7.1,2.9,8.6,11.9,13.3,18.9,12.3,13.0,6.7,5.2,56501.0,78136.0
370,92086,Warner Springs,San Diego,728,8.1,5.6,21.6,13.3,12.2,10.4,15.2,9.2,1.1,3.2,37083.0,58430.0
371,92091,Rancho Santa Fe,San Diego,640,0.0,4.4,5.6,3.3,7.3,13.8,1.9,18.1,10.2,35.5,145705.0,176851.0
372,92101,San Diego,San Diego,21461,9.4,9.9,9.8,7.5,8.0,14.5,10.0,14.4,7.3,9.2,57209.0,88499.0
373,92102,San Diego,San Diego,14365,6.7,6.2,17.2,12.4,13.7,20.1,9.3,9.0,2.5,2.9,42464.0,59152.0
374,92103,San Diego,San Diego,17848,5.0,5.6,7.6,6.4,9.9,17.4,15.0,15.8,7.4,9.9,72200.0,98416.0
375,92104,San Diego,San Diego,21147,5.7,5.1,9.2,10.8,17.1,19.7,9.5,11.8,6.0,5.1,52029.0,72742.0
376,92105,San Diego,San Diego,21342,9.7,8.5,15.1,13.6,15.4,17.2,9.6,8.1,1.6,1.3,37908.0,50122.0
377,92106,San Diego,San Diego,7145,3.1,2.9,8.0,6.0,10.6,15.6,10.6,15.8,9.7,17.6,83288.0,124868.0
378,92107,San Diego,San Diego,13105,4.4,3.7,7.5,6.0,12.5,16.8,14.6,20.0,6.8,7.9,73088.0,92993.0
379,92108,San Diego,San Diego,10440,7.9,4.0,6.3,7.1,11.3,21.2,11.2,19.2,8.1,3.7,65586.0,78204.0
380,92109,San Diego,San Diego,22637,5.9,3.8,5.6,8.0,10.0,19.7,16.0,16.4,7.1,7.6,71098.0,90252.0
381,92110,San Diego,San Diego,11087,7.1,3.5,11.3,8.1,11.8,18.2,13.3,16.2,6.0,4.5,61310.0,77786.0
382,92111,San Diego,San Diego,16792,5.2,6.2,8.9,10.0,14.0,17.0,13.3,13.1,8.4,4.0,60134.0,76696.0
383,92113,San Diego,San Diego,12899,10.2,10.9,19.6,14.3,15.4,15.5,6.1,6.5,0.8,0.6,31001.0,42378.0
384,92114,San Diego,San Diego,17705,5.1,4.5,8.6,9.4,15.3,19.8,15.7,14.8,4.5,2.3,58036.0,70361.0
385,92115,San Diego,San Diego,20896,8.4,7.2,10.8,12.3,14.1,17.7,10.4,11.7,3.4,4.1,46994.0,66105.0
386,92116,San Diego,San Diego,16219,4.3,3.4,8.2,7.5,17.2,19.3,14.4,14.5,5.5,5.6,60362.0,78965.0
387,92117,San Diego,San Diego,20688,4.3,4.2,7.7,6.9,13.0,19.5,13.1,17.7,7.8,5.7,66297.0,84288.0
388,92118,Coronado,San Diego,8986,3.6,2.6,4.6,7.0,9.2,16.0,10.6,18.6,9.1,18.6,92413.0,131277.0
389,92119,San Diego,San Diego,9393,3.4,3.8,6.1,8.6,9.1,19.4,12.6,20.8,10.3,5.8,74507.0,90793.0
390,92120,San Diego,San Diego,11141,2.9,2.9,7.2,7.3,10.2,13.6,14.3,20.1,9.9,11.4,85275.0,108202.0
391,92121,San Diego,San Diego,1685,8.1,4.5,4.1,3.3,7.5,8.7,11.0,18.0,14.8,19.9,101906.0,125100.0
392,92122,San Diego,San Diego,19734,10.4,1.8,6.0,6.3,11.2,14.8,12.3,19.3,10.2,7.7,73756.0,92248.0
