,Zip Code,City,County,Households,<10k,10k - 15k,15k - 25k,25k - 35k,35k - 50k,50k - 75k,75k - 100k,100k - 150k,150k - 200k,200k+,Median Income ($),Mean Income ($)
393,92123,San Diego,San Diego,11195,3.1,3.2,4.4,7.6,13.6,20.4,13.7,20.3,9.3,4.3,72245.0,87485.0
394,92124,San Diego,San Diego,10750,4.0,1.5,4.6,5.6,11.9,16.1,17.6,18.4,10.6,9.9,82037.0,103571.0
395,92126,San Diego,San Diego,23694,2.0,1.7,4.4,5.0,9.6,16.6,17.1,25.7,10.9,6.9,90006.0,102147.0
396,92127,San Diego,San Diego,14317,1.7,2.7,3.7,3.2,8.2,9.4,9.7,21.7,13.8,25.9,117150.0,156220.0
397,92128,San Diego,San Diego,20364,3.1,1.8,4.5,5.2,9.6,14.6,12.9,23.1,14.1,11.1,96026.0,109261.0
398,92129,San Diego,San Diego,17685,2.1,1.9,4.7,2.9,7.4,11.7,12.4,21.6,16.6,18.6,115260.0,129918.0
399,92130,San Diego,San Diego,18424,4.3,1.7,2.4,3.9,4.0,10.5,8.1,19.5,15.4,30.1,136855.0,176857.0
400,92131,San Diego,San Diego,11613,1.8,1.2,3.3,3.3,5.9,11.3,13.0,22.3,14.8,23.1,120584.0,147410.0
401,92132,San Diego,San Diego,0,,,,,,,,,,,,
402,92134,San Diego,San Diego,0,,,,,,,,,,,,
403,92135,San Diego,San Diego,0,,,,,,,,,,,,
404,92139,San Diego,San Diego,10189,3.7,2.7,7.7,11.6,15.4,22.0,16.1,14.3,5.2,1.3,57442.0,68459.0
405,92140,San Diego,San Diego,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,
406,92145,San Diego,San Diego,587,1.2,0.0,4.4,2.9,5.8,11.4,10.9,11.8,1.5,50.1,202563.0,245707.0
407,92147,San Diego,San Diego,0,,,,,,,,,,,,
408,92154,San Diego,San Diego,21433,3.9,4.9,8.8,9.8,12.7,20.7,16.1,15.2,5.2,2.7,61618.0,72416.0
409,92155,San Diego,San Diego,0,,,,,,,,,,,,
410,92173,San Ysidro,San Diego,7946,8.1,8.9,14.6,14.9,18.8,16.1,10.1,6.3,1.8,0.4,37166.0,46944.0
411,92201,Indio,Riverside,20093,9.2,5.9,13.3,11.9,17.3,19.0,10.1,8.9,2.9,1.6,42453.0,56421.0
412,92203,Indio,Riverside,10605,5.3,3.2,7.2,9.2,12.1,18.3,13.5,17.1,8.3,5.9,65947.0,89212.0
413,92210,Indian Wells,Riverside,2657,4.4,2.2,7.5,8.5,7.7,10.6,11.0,13.8,12.6,21.9,96201.0,174477.0
414,92211,Palm Desert,Riverside,12578,5.7,4.1,8.5,10.2,14.1,18.5,12.4,12.0,6.9,7.4,58274.0,87638.0
415,92220,Banning,Riverside,11762,7.9,6.9,15.1,11.5,18.3,19.1,9.6,8.1,2.1,1.6,40907.0,53115.0
416,92222,Bard,Imperial,0,,,,,,,,,,,,
417,92223,Beaumont,Riverside,15596,5.7,4.5,7.4,6.5,13.6,18.9,13.3,19.4,5.5,5.2,65766.0,80304.0
418,92225,Blythe,Riverside,5969,11.6,11.7,11.2,10.5,14.9,15.6,9.6,10.5,3.3,1.2,39314.0,52137.0
419,92227,Brawley,Imperial,7452,10.6,11.9,9.8,11.6,13.5,16.4,10.2,9.9,3.9,2.3,41611.0,57822.0
420,92230,Cabazon,Riverside,967,17.4,1.4,16.5,18.6,11.7,18.5,9.7,6.1,0.0,0.0,34018.0,40541.0
421,92231,Calexico,Imperial,9382,10.1,10.9,14.8,15.4,12.2,15.5,8.5,9.3,2.7,0.7,34379.0,49050.0
422,92233,Calipatria,Imperial,994,12.1,10.3,10.9,16.7,15.1,14.8,10.5,6.1,1.2,2.4,35208.0,48390.0
423,92234,Cathedral City,Riverside,17665,7.6,7.1,14.0,13.2,16.6,16.6,9.0,10.4,3.1,2.3,41743.0,57965.0
424,92236,Coachella,Riverside,11425,7.0,6.7,16.7,17.8,15.5,20.6,9.0,4.9,1.3,0.5,36300.0,45584.0
425,92239,Desert Center,Riverside,61,9.8,0.0,26.2,4.9,6.6,23.0,18.0,3.3,8.2,0.0,57768.0,54925.0
426,92240,Desert Hot Springs,Riverside,11754,9.8,9.8,14.8,14.7,18.2,16.8,8.5,5.4,1.2,0.6,35393.0,44599.0
427,92241,Desert Hot Springs,Riverside,3823,11.0,10.0,18.4,13.2,14.8,14.3,8.3,7.0,2.2,0.7,32629.0,45557.0
428,92242,Earp,San Bernardino,705,4.7,13.5,24.8,13.0,9.8,20.0,7.9,3.8,1.6,0.9,29911.0,43538.0
429,92243,El Centro,Imperial,13581,8.6,10.1,14.0,10.8,12.4,16.5,9.6,11.5,3.6,2.8,42476.0,59883.0
430,92249,Heber,Imperial,1763,7.3,5.0,13.4,7.7,15.0,20.8,16.2,12.6,1.3,0.7,52886.0,57700.0
431,92250,Holtville,Imperial,2578,8.2,16.9,14.2,9.9,7.5,17.4,9.5,9.9,4.3,2.1,36500.0,55479.0
432,92251,Imperial,Imperial,5039,2.9,2.9,5.2,4.7,8.0,18.1,25.0,21.8,5.6,5.7,82901.0,91609.0
433,92252,Joshua Tree,San Bernardino,3799,7.8,8.2,19.9,13.6,15.5,12.9,11.2,6.9,0.8,3.2,35449.0,49240.0
434,92253,La Quinta,Riverside,14958,5.7,2.6,8.2,7.4,11.0,16.5,12.4,17.4,8.3,10.6,72203.0,107447.0
435,92254,Mecca,Riverside,2949,12.3,12.9,19.4,14.2,18.4,15.3,3.4,4.0,0.0,0.0,27492.0,34578.0
436,92256,Morongo Valley,San Bernardino,1430,7.3,11.4,14.8,16.2,10.6,18.3,10.1,7.1,1.4,3.0,35405.0,51933.0
437,92257,Niland,Imperial,808,14.1,27.7,20.0,9.4,13.2,4.6,6.6,4.2,0.1,0.0,18299.0,29825.0
438,92258,North Palm Springs,Riverside,170,25.9,18.2,15.9,5.3,20.0,0.0,14.7,0.0,0.0,0.0,,29708.0
439,92259,Ocotillo,Imperial,78,7.7,0.0,35.9,14.1,23.1,6.4,0.0,12.8,0.0,0.0,31136.0,39605.0
440,92260,Palm Desert,Riverside,15501,7.2,6.1,11.0,10.2,13.7,19.5,10.4,11.1,4.7,6.0,51426.0,76276.0
441,92262,Palm Springs,Riverside,12861,7.0,8.1,13.5,10.8,13.7,16.9,9.4,10.3,5.0,5.2,46162.0,70943.0
442,92264,Palm Springs,Riverside,11002,7.5,6.5,16.0,11.9,12.2,15.8,9.2,10.5,4.2,6.4,45166.0,73240.0
443,92266,Palo Verde,Imperial,88,0.0,25.0,23.9,23.9,18.2,0.0,0.0,9.1,0.0,0.0,25119.0,30628.0
444,92267,Parker Dam,San Bernardino,0,,,,,,,,,,,,
445,92268,Pioneertown,San Bernardino,285,3.5,9.5,13.7,19.6,17.2,9.8,16.1,7.4,1.4,1.8,37875.0,58887.0
446,92270,Rancho Mirage,Riverside,9510,5.9,3.7,11.1,8.2,10.3,14.7,9.6,15.9,5.6,15.1,66083.0,116541.0
447,92273,Seeley,Imperial,432,22.0,15.0,13.0,15.0,11.3,14.4,0.0,6.7,2.5,0.0,25000.0,36517.0
448,92274,Thermal,Riverside,5164,14.1,10.0,18.9,15.8,13.1,16.1,6.7,2.8,1.8,0.9,28960.0,40361.0
449,92275,Salton City,Imperial,641,12.2,11.2,18.1,11.1,19.7,9.5,9.4,8.3,0.6,0.0,30750.0,40874.0
450,92276,Thousand Palms,Riverside,2726,5.4,5.1,17.1,11.7,20.7,22.7,5.5,9.2,1.5,1.0,43308.0,52717.0
451,92277,Twentynine Palms,San Bernardino,9225,12.1,6.9,15.0,13.9,15.9,15.8,11.9,5.5,2.0,0.9,37613.0,49077.0
452,92278,Twentynine Palms,San Bernardino,221,3.6,0.0,0.0,5.0,25.8,38.9,0.0,23.1,3.6,0.0,65547.0,72986.0
453,92280,Vidal,San Bernardino,16,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,
454,92281,Westmorland,Imperial,645,11.0,18.0,16.0,7.8,18.1,10.5,9.5,6.5,1.6,1.1,33380.0,42979.0
455,92282,White Water,Riverside,425,11.8,11.3,12.2,12.5,25.4,13.4,3.3,2.4,3.8,4.0,35417.0,48344.0
456,92283,Winterhaven,Imperial,757,13.6,8.2,25.5,8.5,11.8,16.5,5.2,6.5,4.0,0.4,29514.0,44848.0
457,92284,Yucca Valley,San Bernardino,10430,7.9,9.3,16.2,11.9,13.7,16.0,12.1,8.5,2.5,2.0,40333.0,53249.0
458,92285,Landers,San Bernardino,1065,9.5,17.6,17.4,14.0,12.5,16.2,4.9,7.5,0.0,0.5,30963.0,40481.0
459,92301,Adelanto,San Bernardino,8288,17.5,9.7,15.1,15.0,14.7,16.7,6.6,4.2,0.1,0.3,29715.0,38380.0
460,92304,Amboy,San Bernardino,14,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,,
461,92305,Angelus Oaks,San Bernardino,220,9.5,2.7,10.5,17.7,16.8,15.9,4.5,16.4,3.6,2.3,38095.0,63111.0
462,92307,Apple Valley,San Bernardino,12493,5.3,4.0,12.0,11.0,13.4,18.8,11.7,14.5,4.6,4.7,55044.0,81448.0
463,92308,Apple Valley,San Bernardino,13772,7.2,7.3,14.7,11.4,16.0,18.0,8.9,9.8,3.7,3.1,42389.0,58808.0
464,92309,Baker,San Bernardino,228,16.2,5.7,17.5,10.1,12.7,27.6,5.3,0.0,2.2,2.6,37609.0,45095.0
465,92310,Fort Irwin,San Bernardino,2337,0.8,0.8,6.2,21.3,22.0,30.9,9.7,6.6,1.0,0.6,49279.0,55903.0
466,92311,Barstow,San Bernardino,10781,10.5,9.1,14.5,8.4,11.9,20.3,12.7,8.8,2.7,1.1,42138.0,54054.0
467,92313,Grand Terrace,San Bernardino,4403,3.5,1.6,5.5,10.9,16.8,22.5,13.0,15.7,8.1,2.4,64305.0,76547.0
468,92314,Big Bear City,San Bernardino,4604,9.2,4.9,10.2,12.3,12.7,21.9,8.8,13.8,4.1,2.2,50916.0,62692.0
469,92315,Big Bear Lake,San Bernardino,2206,7.7,7.5,14.2,12.6,10.8,16.7,10.2,10.0,4.9,5.3,47095.0,73500.0
470,92316,Bloomington,San Bernardino,7314,5.8,4.0,10.4,9.4,20.1,20.1,15.0,11.6,2.4,1.1,50310.0,60390.0
471,92320,Calimesa,Riverside,3308,5.9,6.2,7.1,18.2,16.8,14.7,10.8,13.5,3.8,2.9,45928.0,63327.0
472,92321,Cedar Glen,San Bernardino,464,4.1,12.1,9.1,7.1,14.2,12.3,16.4,15.5,3.9,5.4,70272.0,75611.0
473,92322,Cedarpines Park,San Bernardino,296,0.0,9.8,9.1,29.1,10.1,33.1,4.4,0.0,0.0,4.4,35500.0,48042.0
474,92324,Colton,San Bernardino,17388,6.1,5.3,12.1,15.5,14.9,21.6,10.8,9.7,3.1,1.0,45325.0,57197.0
475,92325,Crestline,San Bernardino,3515,9.3,6.4,11.9,9.1,13.0,17.2,13.1,12.6,4.4,3.0,50518.0,64255.0
476,92327,Daggett,San Bernardino,221,29.0,10.4,3.6,3.6,26.7,3.2,17.2,0.0,6.3,0.0,35694.0,42648.0
477,92328,Death Valley,Inyo,186,2.7,12.4,14.5,26.9,18.8,21.5,0.0,3.2,0.0,0.0,31250.0,36967.0
478,92332,Essex,San Bernardino,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,
479,92333,Fawnskin,San Bernardino,154,0.0,8.4,31.2,15.6,15.6,0.0,10.4,3.2,3.9,11.7,27222.0,61717.0
480,92335,Fontana,San Bernardino,24299,6.5,7.3,13.0,12.1,16.7,20.7,11.7,9.9,1.4,0.6,43444.0,53837.0
481,92336,Fontana,San Bernardino,22957,2.4,1.2,4.3,6.0,9.1,19.4,19.0,23.1,9.9,5.5,85027.0,94425.0
482,92337,Fontana,San Bernardino,9677,1.9,1.6,5.7,6.0,14.6,22.1,20.8,18.3,6.2,2.7,72655.0,80867.0
483,92338,Ludlow,San Bernardino,0,,,,,,,,,,,,
484,92339,Forest Falls,San Bernardino,453,4.0,4.4,4.6,8.6,20.1,23.2,11.7,10.8,4.4,8.2,62950.0,80734.0
485,92341,Green Valley Lake,San Bernardino,133,36.1,8.3,8.3,12.0,12.8,6.8,0.0,15.8,0.0,0.0,,35677.0
486,92342,Helendale,San Bernardino,2462,2.6,2.1,8.6,13.6,13.3,13.9,18.4,21.0,6.4,0.0,70329.0,73416.0
487,92344,Hesperia,San Bernardino,6070,4.2,3.2,5.6,6.4,11.9,21.8,14.8,21.4,6.5,4.3,72369.0,84062.0
488,92345,Hesperia,San Bernardino,23428,8.9,7.2,12.8,10.7,15.9,19.1,11.4,10.0,1.8,2.1,43700.0,55665.0
489,92346,Highland,San Bernardino,16853,3.7,5.8,10.7,10.4,12.9,15.2,11.8,16.5,7.8,5.1,60265.0,78791.0
490,92347,Hinkley,San Bernardino,338,25.4,4.1,0.0,6.5,17.5,9.2,22.2,3.0,8.0,4.1,49000.0,63288.0
491,92352,Lake Arrowhead,San Bernardino,2488,5.7,2.7,7.2,6.1,12.4,21.5,11.6,14.9,10.0,7.8,68229.0,90481.0
492,92354,Loma Linda,San Bernardino,7534,9.5,4.3,8.8,9.0,14.0,15.1,14.2,10.8,5.6,8.7,57610.0,81939.0
493,92356,Lucerne Valley,San Bernardino,2159,14.1,8.5,20.1,10.8,10.2,16.2,11.2,6.9,0.7,1.3,31821.0,44862.0
494,92358,Lytle Creek,San Bernardino,467,6.2,6.9,9.9,11.3,15.8,10.3,25.9,9.4,3.4,0.9,49861.0,61024.0
495,92359,Mentone,San Bernardino,2951,7.3,2.4,10.5,7.1,17.7,22.8,13.3,12.8,4.5,1.6,54437.0,65244.0
496,92363,Needles,San Bernardino,2226,10.0,15.0,14.9,12.2,18.2,13.1,5.4,10.4,0.6,0.2,33520.0,42373.0
497,92364,Nipton,San Bernardino,0,,,,,,,,,,,,
498,92365,Newberry Springs,San Bernardino,882,2.7,8.5,12.8,9.0,7.6,33.6,11.6,12.8,0.0,1.5,58031.0,58766.0
499,92368,Oro Grande,San Bernardino,273,9.2,12.5,19.0,13.2,11.4,16.8,7.0,7.0,1.1,2.9,33618.0,48538.0
500,92371,Phelan,San Bernardino,5231,8.3,4.4,7.7,11.8,16.2,25.2,10.6,13.1,1.8,0.9,50980.0,58292.0
501,92372,Pinon Hills,San Bernardino,2088,10.2,8.4,4.2,11.6,15.1,11.3,16.3,18.7,3.0,1.3,53306.0,66770.0
502,92373,Redlands,San Bernardino,13350,6.0,5.2,6.7,8.1,12.0,19.8,10.5,14.8,7.6,9.3,61947.0,92736.0
503,92374,Redlands,San Bernardino,12761,6.0,3.5,8.8,10.4,9.5,18.2,13.8,17.2,7.6,5.1,66035.0,83049.0
504,92376,Rialto,San Bernardino,21205,5.7,5.7,11.7,13.2,15.6,21.4,14.1,9.0,2.7,0.9,47479.0,57942.0
505,92377,Rialto,San Bernardino,5360,2.0,1.9,5.7,5.8,11.9,22.7,19.0,18.1,8.4,4.4,74877.0,86587.0
506,92378,Rimforest,San Bernardino,49,0.0,0.0,0.0,0.0,26.5,49.0,12.2,0.0,12.2,0.0,72596.0,80790.0
507,92382,Running Springs,San Bernardino,1984,6.0,4.2,7.8,10.5,14.4,17.0,17.4,15.4,4.6,2.7,61800.0,72886.0
508,92384,Shoshone,Inyo,13,0.0,0.0,0.0,46.2,0.0,0.0,53.8,0.0,0.0,0.0,,58215.0
509,92385,Skyforest,San Bernardino,136,3.7,0.0,0.0,13.2,36.8,16.9,4.4,11.8,13.2,0.0,48864.0,70770.0
510,92386,Sugarloaf,San Bernardino,962,2.1,13.7,25.2,12.5,21.0,9.0,7.3,6.3,0.0,2.9,29063.0,44371.0
511,92389,Tecopa,Inyo,78,29.5,24.4,0.0,19.2,10.3,16.7,0.0,0.0,0.0,0.0,,23381.0
512,92391,Twin Peaks,San Bernardino,1081,9.2,4.6,12.5,7.4,14.7,15.4,12.1,19.6,3.1,1.5,50492.0,63046.0
513,92392,Victorville,San Bernardino,15709,7.5,5.4,11.4,8.9,12.3,20.9,12.8,14.5,5.2,1.1,56385.0,64998.0
514,92394,Victorville,San Bernardino,7907,7.9,5.0,12.6,12.2,15.2,21.1,11.8,10.1,4.0,0.2,46267.0,56927.0
515,92395,Victorville,San Bernardino,12969,11.0,8.0,13.2,11.0,14.4,16.7,11.2,9.8,2.7,2.0,40735.0,56298.0
516,92397,Wrightwood,San Bernardino,1819,9.7,4.0,10.0,8.2,13.2,13.2,14.7,15.5,3.7,7.9,59184.0,79263.0
517,92398,Yermo,San Bernardino,512,19.7,0.0,6.1,18.8,6.8,19.3,12.3,17.0,0.0,0.0,39500.0,52722.0
518,92399,Yucaipa,San Bernardino,18532,5.5,8.1,11.3,8.0,12.1,16.4,12.8,13.9,7.7,4.3,56586.0,73790.0
519,92401,San Bernardino,San Bernardino,615,19.5,23.9,16.4,20.0,10.1,6.2,2.1,0.0,1.8,0.0,16607.0,26320.0
520,92404,San Bernardino,San Bernardino,16872,9.9,9.8,13.8,11.3,17.2,16.9,8.9,8.3,3.3,0.6,39500.0,50675.0
521,92405,San Bernardino,San Bernardino,8605,13.4,9.9,10.8,12.4,17.8,15.4,11.0,7.5,1.2,0.5,37141.0,46774.0
522,92407,San Bernardino,San Bernardino,15798,6.9,4.6,11.8,9.3,14.7,16.1,14.4,15.9,4.5,1.9,54057.0,66864.0
523,92408,San Bernardino,San Bernardino,3747,8.5,12.4,17.7,13.0,13.4,17.1,9.4,5.4,1.7,1.2,33236.0,45707.0
524,92410,San Bernardino,San Bernardino,12534,14.3,13.2,20.6,13.5,14.7,12.9,6.0,3.8,0.6,0.2,26168.0,35783.0
525,92411,San Bernardino,San Bernardino,6329,9.8,9.7,15.6,15.6,20.2,17.2,4.5,5.0,2.0,0.5,34462.0,43541.0
526,92501,Riverside,Riverside,6838,5.5,8.4,11.4,9.0,14.5,20.8,12.3,13.3,2.7,2.1,52041.0,63239.0
527,92503,Riverside,Riverside,25143,5.3,3.8,10.2,9.9,13.6,19.3,14.9,15.3,4.7,2.9,58627.0,71243.0
528,92504,Riverside,Riverside,16503,5.2,4.8,10.6,8.2,13.9,20.2,13.2,15.5,4.7,3.6,58711.0,72363.0
529,92505,Riverside,Riverside,13484,5.6,2.6,8.2,10.2,14.5,20.9,16.5,14.2,4.8,2.5,59187.0,70014.0
530,92506,Riverside,Riverside,15310,3.5,4.6,7.2,5.7,7.4,16.5,13.9,18.2,12.1,10.9,81531.0,105957.0
531,92507,Riverside,Riverside,16815,11.2,8.2,10.7,11.1,15.6,18.0,10.8,9.6,2.7,2.0,42957.0,56034.0
532,92508,Riverside,Riverside,10188,2.9,1.8,3.8,3.2,7.4,14.3,15.4,24.3,15.4,11.4,101788.0,115705.0
533,92509,Riverside,Riverside,19779,5.4,4.1,10.3,8.8,12.8,21.4,15.7,13.1,5.5,2.8,60600.0,69939.0
534,92518,March Air Reserve Base,Riverside,552,8.2,0.0,1.6,3.3,8.9,33.5,14.3,18.1,9.2,2.9,69559.0,83200.0
535,92530,Lake Elsinore,Riverside,14871,7.2,3.6,11.0,12.7,16.0,19.6,13.3,11.7,3.6,1.4,49578.0,62044.0
536,92532,Lake Elsinore,Riverside,6026,0.6,1.8,4.5,5.9,10.7,18.0,21.5,22.5,11.3,3.1,82784.0,91465.0
537,92536,Aguanga,Riverside,980,9.8,2.1,8.2,15.9,12.7,19.4,14.3,13.0,2.3,2.3,51161.0,59973.0
538,92539,Anza,Riverside,1449,5.7,7.2,22.5,13.3,17.5,13.5,10.9,7.1,0.0,2.3,35690.0,47243.0
539,92543,Hemet,Riverside,13046,12.6,12.0,19.4,16.9,17.6,12.2,5.2,2.4,1.4,0.5,28888.0,37228.0
540,92544,Hemet,Riverside,15325,6.6,7.4,13.8,10.7,16.3,17.4,11.5,10.2,3.1,3.0,44841.0,60922.0
541,92545,Hemet,Riverside,14653,6.7,7.2,13.8,11.7,17.6,19.5,11.5,8.8,2.0,1.3,43597.0,54766.0
542,92548,Homeland,Riverside,2210,7.3,10.0,12.8,14.5,18.2,19.8,7.5,5.1,3.1,1.7,38415.0,49691.0
543,92549,Idyllwild,Riverside,1284,3.5,7.5,9.3,8.4,14.6,26.2,14.6,9.8,6.2,0.0,59500.0,63669.0
544,92551,Moreno Valley,Riverside,8046,3.3,4.4,11.2,9.0,17.8,22.7,17.6,10.8,1.7,1.6,52444.0,62146.0
545,92553,Moreno Valley,Riverside,18690,7.6,5.3,12.5,12.3,17.6,21.1,10.9,8.2,3.2,1.4,45402.0,56206.0
546,92555,Moreno Valley,Riverside,10683,3.1,2.0,4.5,7.6,12.7,19.9,17.5,22.0,6.7,3.9,75114.0,85010.0
547,92557,Moreno Valley,Riverside,14164,4.7,2.8,7.9,7.9,14.1,21.1,16.4,16.9,5.8,2.5,64257.0,75178.0
548,92561,Mountain Center,Riverside,725,10.5,5.2,8.0,0.3,6.8,14.5,22.2,18.1,10.3,4.1,78565.0,85430.0
549,92562,Murrieta,Riverside,20148,3.2,3.1,6.2,7.9,10.8,16.9,15.3,18.9,9.3,8.3,77207.0,97977.0
550,92563,Murrieta,Riverside,16875,2.6,2.4,4.7,6.6,10.0,18.7,19.5,21.3,7.8,6.4,82686.0,93583.0
551,92567,Nuevo,Riverside,2654,5.0,2.3,13.0,12.8,14.2,15.6,15.2,14.8,5.5,1.6,56447.0,68031.0
552,92570,Perris,Riverside,13888,4.5,5.8,13.3,14.1,16.6,17.1,11.8,10.5,4.0,2.3,46279.0,60334.0
553,92571,Perris,Riverside,12126,4.1,5.6,10.1,10.4,14.4,25.7,14.0,11.5,2.3,1.9,53204.0,61276.0
554,92582,San Jacinto,Riverside,4236,1.4,3.9,5.6,14.5,12.2,30.1,11.9,13.2,6.1,1.1,60170.0,70299.0
555,92583,San Jacinto,Riverside,9374,6.1,8.6,15.9,14.5,14.4,17.0,9.2,9.8,2.8,1.8,40790.0,56352.0
556,92584,Menifee,Riverside,14196,2.3,1.5,4.0,7.9,11.2,19.8,20.1,20.4,7.9,5.0,79778.0,90361.0
557,92585,Sun City,Riverside,5847,4.6,2.3,10.3,8.5,10.5,26.6,11.0,14.6,8.8,2.6,62113.0,75887.0
558,92586,Sun City,Riverside,9116,6.5,9.9,17.1,16.9,18.0,13.9,7.9,7.2,1.4,1.2,34781.0,46630.0
559,92587,Sun City,Riverside,5825,4.1,2.4,6.8,8.7,13.9,17.2,16.9,13.8,10.0,6.2,69176.0,87830.0
560,92590,Temecula,Riverside,1512,6.0,5.4,12.2,8.7,11.2,12.2,19.4,9.5,5.0,10.4,61328.0,92960.0
561,92591,Temecula,Riverside,12746,3.7,2.7,7.4,9.0,9.9,17.3,16.6,20.4,6.7,6.4,75121.0,88815.0
562,92592,Temecula,Riverside,23486,2.1,1.6,4.6,5.5,8.1,16.5,15.1,25.6,12.8,8.2,93158.0,105653.0
563,92595,Wildomar,Riverside,9016,3.2,3.7,7.2,10.1,12.1,21.4,15.9,16.9,6.3,3.0,64988.0,76720.0
564,92596,Winchester,Riverside,7074,2.1,0.9,2.8,6.9,9.6,19.3,15.8,22.1,11.9,8.7,89589.0,101273.0
565,92602,Irvine,Orange,8591,3.7,1.1,2.6,4.1,5.9,11.7,15.8,26.5,13.8,14.8,105612.0,131506.0
566,92603,Irvine,Orange,7731,2.9,0.8,1.5,4.4,4.0,16.0,13.4,18.0,8.4,30.6,114606.0,181340.0
567,92604,Irvine,Orange,9953,5.0,3.4,4.8,3.4,6.8,15.5,14.6,18.7,15.6,12.1,94201.0,117689.0
568,92606,Irvine,Orange,7982,7.2,3.4,6.3,4.8,6.8,11.0,15.2,18.5,10.1,16.6,91250.0,120619.0
569,92610,Foothill Ranch,Orange,4053,2.3,0.8,1.5,2.2,5.8,9.5,12.9,25.1,20.9,18.9,121861.0,142817.0
570,92612,Irvine,Orange,12468,14.3,3.2,7.0,5.6,8.1,12.1,10.1,18.0,11.0,10.7,74525.0,101599.0
571,92614,Irvine,Orange,9564,5.1,4.0,3.3,4.5,7.3,13.1,15.7,23.4,11.4,12.2,92438.0,113084.0
572,92617,Irvine,Orange,4160,22.6,6.4,9.9,6.5,9.3,13.2,7.4,9.1,5.1,10.5,40305.0,76477.0
573,92618,Irvine,Orange,12169,7.2,2.2,2.6,2.9,7.3,13.4,14.3,21.3,14.6,14.2,100100.0,121412.0
574,92620,Irvine,Orange,17312,5.0,2.2,4.7,6.8,6.3,12.1,13.7,18.5,11.9,18.8,98830.0,123562.0
575,92624,Capistrano Beach,Orange,2772,5.1,2.7,4.9,8.0,10.7,14.2,9.4,19.4,10.8,14.8,82328.0,112008.0
576,92625,Corona Del Mar,Orange,5682,4.2,2.5,3.7,4.3,4.2,11.3,7.7,17.4,9.3,35.3,135266.0,221565.0
577,92626,Costa Mesa,Orange,18870,4.1,2.5,3.8,5.9,13.1,16.1,14.0,21.9,8.8,9.8,80951.0,101951.0
578,92627,Costa Mesa,Orange,22246,5.2,4.4,9.0,10.0,12.3,17.1,13.4,15.2,6.3,7.2,62115.0,85899.0
579,92629,Dana Point,Orange,11579,3.1,2.4,7.2,6.3,9.7,16.6,9.2,19.1,9.5,16.8,84974.0,127234.0
580,92630,Lake Forest,Orange,20919,4.9,2.6,4.9,5.8,9.6,17.7,12.6,18.9,12.4,10.7,82899.0,104493.0
581,92637,Laguna Woods,Orange,11299,8.9,7.0,15.4,12.9,17.4,18.8,7.1,7.2,3.3,2.0,39223.0,56269.0
582,92646,Huntington Beach,Orange,21104,2.6,2.2,5.1,5.2,9.7,15.4,14.2,21.9,12.3,11.3,91637.0,111198.0
583,92647,Huntington Beach,Orange,20479,4.8,2.6,7.8,8.3,11.1,16.3,14.3,17.4,9.4,8.0,73604.0,92963.0
584,92648,Huntington Beach,Orange,19459,3.7,3.3,6.4,5.8,9.7,12.6,13.8,18.7,10.2,15.8,89089.0,129854.0
585,92649,Huntington Beach,Orange,14032,3.1,3.7,4.9,4.1,9.7,15.3,14.4,21.7,10.5,12.6,90534.0,119043.0
586,92651,Laguna Beach,Orange,11366,5.5,2.2,4.7,5.0,6.7,14.0,10.6,14.8,7.1,29.5,103191.0,178474.0
587,92653,Laguna Hills,Orange,9507,2.3,2.7,4.0,6.2,6.9,14.0,15.6,18.8,11.0,18.6,94074.0,136391.0
588,92655,Midway City,Orange,2543,10.5,7.4,12.8,14.1,12.7,13.4,6.3,18.8,2.8,1.3,43278.0,58556.0
589,92656,Aliso Viejo,Orange,19395,2.9,1.5,3.6,3.7,7.0,14.4,15.0,23.2,13.6,15.1,102289.0,120703.0
590,92657,Newport Coast,Orange,3866,2.5,0.0,2.9,3.4,4.8,4.8,5.4,17.5,9.8,48.8,195051.0,293983.0
591,92660,Newport Beach,Orange,14786,4.0,2.9,5.6,4.6,8.5,8.4,9.4,14.6,12.4,29.6,117263.0,188346.0
592,92661,Newport Beach,Orange,1590,8.2,1.5,6.2,3.6,6.7,8.8,10.9,19.3,11.4,23.4,102167.0,201627.0
593,92662,Newport Beach,Orange,1462,1.2,4.2,4.2,6.9,7.9,17.9,10.7,12.4,11.6,22.9,97206.0,193457.0
594,92663,Newport Beach,Orange,10228,6.4,1.7,4.3,7.4,7.9,13.0,11.0,21.6,9.3,17.4,94938.0,135247.0
595,92672,San Clemente,Orange,14313,5.6,3.1,5.0,9.2,11.0,15.9,11.8,16.7,7.6,14.0,75561.0,107573.0
596,92673,San Clemente,Orange,10208,1.7,0.9,3.7,4.7,6.3,9.5,8.8,18.2,15.3,30.8,136776.0,171937.0
597,92675,San Juan Capistrano,Orange,12087,4.0,3.9,8.5,7.5,8.8,14.9,13.2,14.9,9.2,15.1,80120.0,119545.0
