,Zip Code,City,County,Households,<10k,10k - 15k,15k - 25k,25k - 35k,35k - 50k,50k - 75k,75k - 100k,100k - 150k,150k - 200k,200k+,Median Income ($),Mean Income ($),FIPS,State
431,92308,Apple Valley,San Bernardino,13772,7.2,7.3,14.7,11.4,16.0,18.0,8.9,9.8,3.7,3.1,42389.0,58808.0,6071,CA
432,92309,Baker,San Bernardino,228,16.2,5.7,17.5,10.1,12.7,27.6,5.3,0.0,2.2,2.6,37609.0,45095.0,6071,CA
433,92310,Fort Irwin,San Bernardino,2337,0.8,0.8,6.2,21.3,22.0,30.9,9.7,6.6,1.0,0.6,49279.0,55903.0,6071,CA
434,92311,Barstow,San Bernardino,10781,10.5,9.1,14.5,8.4,11.9,20.3,12.7,8.8,2.7,1.1,42138.0,54054.0,6071,CA
435,92313,Grand Terrace,San Bernardino,4403,3.5,1.6,5.5,10.9,16.8,22.5,13.0,15.7,8.1,2.4,64305.0,76547.0,6071,CA
436,92314,Big Bear City,San Bernardino,4604,9.2,4.9,10.2,12.3,12.7,21.9,8.8,13.8,4.1,2.2,50916.0,62692.0,6071,CA
437,92315,Big Bear Lake,San Bernardino,2206,7.7,7.5,14.2,12.6,10.8,16.7,10.2,10.0,4.9,5.3,47095.0,73500.0,6071,CA
438,92316,Bloomington,San Bernardino,7314,5.8,4.0,10.4,9.4,20.1,20.1,15.0,11.6,2.4,1.1,50310.0,60390.0,6071,CA
439,92321,Cedar Glen,San Bernardino,464,4.1,12.1,9.1,7.1,14.2,12.3,16.4,15.5,3.9,5.4,70272.0,75611.0,6071,CA
440,92322,Cedarpines Park,San Bernardino,296,0.0,9.8,9.1,29.1,10.1,33.1,4.4,0.0,0.0,4.4,35500.0,48042.0,6071,CA
441,92324,Colton,San Bernardino,17388,6.1,5.3,12.1,15.5,14.9,21.6,10.8,9.7,3.1,1.0,45325.0,57197.0,6071,CA
442,92325,Crestline,San Bernardino,3515,9.3,6.4,11.9,9.1,13.0,17.2,13.1,12.6,4.4,3.0,50518.0,64255.0,6071,CA
443,92327,Daggett,San Bernardino,221,29.0,10.4,3.6,3.6,26.7,3.2,17.2,0.0,6.3,0.0,35694.0,42648.0,6071,CA
444,92332,Essex,San Bernardino,3,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,6071,CA
445,92333,Fawnskin,San Bernardino,154,0.0,8.4,31.2,15.6,15.6,0.0,10.4,3.2,3.9,11.7,27222.0,61717.0,6071,CA
446,92335,Fontana,San Bernardino,24299,6.5,7.3,13.0,12.1,16.7,20.7,11.7,9.9,1.4,0.6,43444.0,53837.0,6071,CA
447,92336,Fontana,San Bernardino,22957,2.4,1.2,4.3,6.0,9.1,19.4,19.0,23.1,9.9,5.5,85027.0,94425.0,6071,CA
448,92337,Fontana,San Bernardino,9677,1.9,1.6,5.7,6.0,14.6,22.1,20.8,18.3,6.2,2.7,72655.0,80867.0,6071,CA
449,92338,Ludlow,San Bernardino,0,,,,,,,,,,,,,6071,CA
450,92339,Forest Falls,San Bernardino,453,4.0,4.4,4.6,8.6,20.1,23.2,11.7,10.8,4.4,8.2,62950.0,80734.0,6071,CA
451,92341,Green Valley Lake,San Bernardino,133,36.1,8.3,8.3,12.0,12.8,6.8,0.0,15.8,0.0,0.0,,35677.0,6071,CA
452,92342,Helendale,San Bernardino,2462,2.6,2.1,8.6,13.6,13.3,13.9,18.4,21.0,6.4,0.0,70329.0,73416.0,6071,CA
453,92344,Hesperia,San Bernardino,6070,4.2,3.2,5.6,6.4,11.9,21.8,14.8,21.4,6.5,4.3,72369.0,84062.0,6071,CA
454,92345,Hesperia,San Bernardino,23428,8.9,7.2,12.8,10.7,15.9,19.1,11.4,10.0,1.8,2.1,43700.0,55665.0,6071,CA
455,92346,Highland,San Bernardino,16853,3.7,5.8,10.7,10.4,12.9,15.2,11.8,16.5,7.8,5.1,60265.0,78791.0,6071,CA
456,92347,Hinkley,San Bernardino,338,25.4,4.1,0.0,6.5,17.5,9.2,22.2,3.0,8.0,4.1,49000.0,63288.0,6071,CA
457,92352,Lake Arrowhead,San Bernardino,2488,5.7,2.7,7.2,6.1,12.4,21.5,11.6,14.9,10.0,7.8,68229.0,90481.0,6071,CA
458,92354,Loma Linda,San Bernardino,7534,9.5,4.3,8.8,9.0,14.0,15.1,14.2,10.8,5.6,8.7,57610.0,81939.0,6071,CA
459,92356,Lucerne Valley,San Bernardino,2159,14.1,8.5,20.1,10.8,10.2,16.2,11.2,6.9,0.7,1.3,31821.0,44862.0,6071,CA
460,92358,Lytle Creek,San Bernardino,467,6.2,6.9,9.9,11.3,15.8,10.3,25.9,9.4,3.4,0.9,49861.0,61024.0,6071,CA
461,92359,Mentone,San Bernardino,2951,7.3,2.4,10.5,7.1,17.7,22.8,13.3,12.8,4.5,1.6,54437.0,65244.0,6071,CA
462,92363,Needles,San Bernardino,2226,10.0,15.0,14.9,12.2,18.2,13.1,5.4,10.4,0.6,0.2,33520.0,42373.0,6071,CA
463,92364,Nipton,San Bernardino,0,,,,,,,,,,,,,6071,CA
464,92365,Newberry Springs,San Bernardino,882,2.7,8.5,12.8,9.0,7.6,33.6,11.6,12.8,0.0,1.5,58031.0,58766.0,6071,CA
465,92368,Oro Grande,San Bernardino,273,9.2,12.5,19.0,13.2,11.4,16.8,7.0,7.0,1.1,2.9,33618.0,48538.0,6071,CA
466,92371,Phelan,San Bernardino,5231,8.3,4.4,7.7,11.8,16.2,25.2,10.6,13.1,1.8,0.9,50980.0,58292.0,6071,CA
467,92372,Pinon Hills,San Bernardino,2088,10.2,8.4,4.2,11.6,15.1,11.3,16.3,18.7,3.0,1.3,53306.0,66770.0,6071,CA
468,92373,Redlands,San Bernardino,13350,6.0,5.2,6.7,8.1,12.0,19.8,10.5,14.8,7.6,9.3,61947.0,92736.0,6071,CA
469,92374,Redlands,San Bernardino,12761,6.0,3.5,8.8,10.4,9.5,18.2,13.8,17.2,7.6,5.1,66035.0,83049.0,6071,CA
470,92376,Rialto,San Bernardino,21205,5.7,5.7,11.7,13.2,15.6,21.4,14.1,9.0,2.7,0.9,47479.0,57942.0,6071,CA
471,92377,Rialto,San Bernardino,5360,2.0,1.9,5.7,5.8,11.9,22.7,19.0,18.1,8.4,4.4,74877.0,86587.0,6071,CA
472,92378,Rimforest,San Bernardino,49,0.0,0.0,0.0,0.0,26.5,49.0,12.2,0.0,12.2,0.0,72596.0,80790.0,6071,CA
473,92382,Running Springs,San Bernardino,1984,6.0,4.2,7.8,10.5,14.4,17.0,17.4,15.4,4.6,2.7,61800.0,72886.0,6071,CA
474,92385,Skyforest,San Bernardino,136,3.7,0.0,0.0,13.2,36.8,16.9,4.4,11.8,13.2,0.0,48864.0,70770.0,6071,CA
475,92386,Sugarloaf,San Bernardino,962,2.1,13.7,25.2,12.5,21.0,9.0,7.3,6.3,0.0,2.9,29063.0,44371.0,6071,CA
476,92391,Twin Peaks,San Bernardino,1081,9.2,4.6,12.5,7.4,14.7,15.4,12.1,19.6,3.1,1.5,50492.0,63046.0,6071,CA
477,92392,Victorville,San Bernardino,15709,7.5,5.4,11.4,8.9,12.3,20.9,12.8,14.5,5.2,1.1,56385.0,64998.0,6071,CA
478,92394,Victorville,San Bernardino,7907,7.9,5.0,12.6,12.2,15.2,21.1,11.8,10.1,4.0,0.2,46267.0,56927.0,6071,CA
479,92395,Victorville,San Bernardino,12969,11.0,8.0,13.2,11.0,14.4,16.7,11.2,9.8,2.7,2.0,40735.0,56298.0,6071,CA
480,92397,Wrightwood,San Bernardino,1819,9.7,4.0,10.0,8.2,13.2,13.2,14.7,15.5,3.7,7.9,59184.0,79263.0,6071,CA
481,92398,Yermo,San Bernardino,512,19.7,0.0,6.1,18.8,6.8,19.3,12.3,17.0,0.0,0.0,39500.0,52722.0,6071,CA
482,92399,Yucaipa,San Bernardino,18532,5.5,8.1,11.3,8.0,12.1,16.4,12.8,13.9,7.7,4.3,56586.0,73790.0,6071,CA
483,92401,San Bernardino,San Bernardino,615,19.5,23.9,16.4,20.0,10.1,6.2,2.1,0.0,1.8,0.0,16607.0,26320.0,6071,CA
484,92404,San Bernardino,San Bernardino,16872,9.9,9.8,13.8,11.3,17.2,16.9,8.9,8.3,3.3,0.6,39500.0,50675.0,6071,CA
485,92405,San Bernardino,San Bernardino,8605,13.4,9.9,10.8,12.4,17.8,15.4,11.0,7.5,1.2,0.5,37141.0,46774.0,6071,CA
486,92407,San Bernardino,San Bernardino,15798,6.9,4.6,11.8,9.3,14.7,16.1,14.4,15.9,4.5,1.9,54057.0,66864.0,6071,CA
487,92408,San Bernardino,San Bernardino,3747,8.5,12.4,17.7,13.0,13.4,17.1,9.4,5.4,1.7,1.2,33236.0,45707.0,6071,CA
488,92410,San Bernardino,San Bernardino,12534,14.3,13.2,20.6,13.5,14.7,12.9,6.0,3.8,0.6,0.2,26168.0,35783.0,6071,CA
489,92411,San Bernardino,San Bernardino,6329,9.8,9.7,15.6,15.6,20.2,17.2,4.5,5.0,2.0,0.5,34462.0,43541.0,6071,CA
490,93558,Red Mountain,San Bernardino,79,7.6,0.0,25.3,44.3,0.0,0.0,0.0,0.0,22.8,0.0,25964.0,58497.0,6071,CA
491,93562,Trona,San Bernardino,703,12.2,11.5,12.7,10.0,15.4,13.5,13.4,8.1,1.3,2.0,38438.0,52820.0,6071,CA
492,93592,Trona,San Bernardino,27,48.1,0.0,0.0,0.0,22.2,0.0,0.0,0.0,29.6,0.0,,55915.0,6071,CA
493,91752,Mira Loma,Riverside,8129,3.4,5.1,9.8,9.0,11.7,18.3,12.6,18.6,6.6,5.0,64960.0,79420.0,6065,CA
494,92201,Indio,Riverside,20093,9.2,5.9,13.3,11.9,17.3,19.0,10.1,8.9,2.9,1.6,42453.0,56421.0,6065,CA
495,92203,Indio,Riverside,10605,5.3,3.2,7.2,9.2,12.1,18.3,13.5,17.1,8.3,5.9,65947.0,89212.0,6065,CA
496,92210,Indian Wells,Riverside,2657,4.4,2.2,7.5,8.5,7.7,10.6,11.0,13.8,12.6,21.9,96201.0,174477.0,6065,CA
497,92211,Palm Desert,Riverside,12578,5.7,4.1,8.5,10.2,14.1,18.5,12.4,12.0,6.9,7.4,58274.0,87638.0,6065,CA
498,92220,Banning,Riverside,11762,7.9,6.9,15.1,11.5,18.3,19.1,9.6,8.1,2.1,1.6,40907.0,53115.0,6065,CA
499,92223,Beaumont,Riverside,15596,5.7,4.5,7.4,6.5,13.6,18.9,13.3,19.4,5.5,5.2,65766.0,80304.0,6065,CA
500,92225,Blythe,Riverside,5969,11.6,11.7,11.2,10.5,14.9,15.6,9.6,10.5,3.3,1.2,39314.0,52137.0,6065,CA
501,92230,Cabazon,Riverside,967,17.4,1.4,16.5,18.6,11.7,18.5,9.7,6.1,0.0,0.0,34018.0,40541.0,6065,CA
502,92234,Cathedral City,Riverside,17665,7.6,7.1,14.0,13.2,16.6,16.6,9.0,10.4,3.1,2.3,41743.0,57965.0,6065,CA
503,92236,Coachella,Riverside,11425,7.0,6.7,16.7,17.8,15.5,20.6,9.0,4.9,1.3,0.5,36300.0,45584.0,6065,CA
504,92239,Desert Center,Riverside,61,9.8,0.0,26.2,4.9,6.6,23.0,18.0,3.3,8.2,0.0,57768.0,54925.0,6065,CA
505,92240,Desert Hot Springs,Riverside,11754,9.8,9.8,14.8,14.7,18.2,16.8,8.5,5.4,1.2,0.6,35393.0,44599.0,6065,CA
506,92241,Desert Hot Springs,Riverside,3823,11.0,10.0,18.4,13.2,14.8,14.3,8.3,7.0,2.2,0.7,32629.0,45557.0,6065,CA
507,92253,La Quinta,Riverside,14958,5.7,2.6,8.2,7.4,11.0,16.5,12.4,17.4,8.3,10.6,72203.0,107447.0,6065,CA
508,92254,Mecca,Riverside,2949,12.3,12.9,19.4,14.2,18.4,15.3,3.4,4.0,0.0,0.0,27492.0,34578.0,6065,CA
509,92258,North Palm Springs,Riverside,170,25.9,18.2,15.9,5.3,20.0,0.0,14.7,0.0,0.0,0.0,,29708.0,6065,CA
510,92260,Palm Desert,Riverside,15501,7.2,6.1,11.0,10.2,13.7,19.5,10.4,11.1,4.7,6.0,51426.0,76276.0,6065,CA
511,92262,Palm Springs,Riverside,12861,7.0,8.1,13.5,10.8,13.7,16.9,9.4,10.3,5.0,5.2,46162.0,70943.0,6065,CA
512,92264,Palm Springs,Riverside,11002,7.5,6.5,16.0,11.9,12.2,15.8,9.2,10.5,4.2,6.4,45166.0,73240.0,6065,CA
513,92270,Rancho Mirage,Riverside,9510,5.9,3.7,11.1,8.2,10.3,14.7,9.6,15.9,5.6,15.1,66083.0,116541.0,6065,CA
514,92274,Thermal,Riverside,5164,14.1,10.0,18.9,15.8,13.1,16.1,6.7,2.8,1.8,0.9,28960.0,40361.0,6065,CA
515,92276,Thousand Palms,Riverside,2726,5.4,5.1,17.1,11.7,20.7,22.7,5.5,9.2,1.5,1.0,43308.0,52717.0,6065,CA
516,92282,White Water,Riverside,425,11.8,11.3,12.2,12.5,25.4,13.4,3.3,2.4,3.8,4.0,35417.0,48344.0,6065,CA
517,92320,Calimesa,Riverside,3308,5.9,6.2,7.1,18.2,16.8,14.7,10.8,13.5,3.8,2.9,45928.0,63327.0,6065,CA
518,92501,Riverside,Riverside,6838,5.5,8.4,11.4,9.0,14.5,20.8,12.3,13.3,2.7,2.1,52041.0,63239.0,6065,CA
519,92503,Riverside,Riverside,25143,5.3,3.8,10.2,9.9,13.6,19.3,14.9,15.3,4.7,2.9,58627.0,71243.0,6065,CA
520,92504,Riverside,Riverside,16503,5.2,4.8,10.6,8.2,13.9,20.2,13.2,15.5,4.7,3.6,58711.0,72363.0,6065,CA
521,92505,Riverside,Riverside,13484,5.6,2.6,8.2,10.2,14.5,20.9,16.5,14.2,4.8,2.5,59187.0,70014.0,6065,CA
522,92506,Riverside,Riverside,15310,3.5,4.6,7.2,5.7,7.4,16.5,13.9,18.2,12.1,10.9,81531.0,105957.0,6065,CA
523,92507,Riverside,Riverside,16815,11.2,8.2,10.7,11.1,15.6,18.0,10.8,9.6,2.7,2.0,42957.0,56034.0,6065,CA
524,92508,Riverside,Riverside,10188,2.9,1.8,3.8,3.2,7.4,14.3,15.4,24.3,15.4,11.4,101788.0,115705.0,6065,CA
525,92509,Riverside,Riverside,19779,5.4,4.1,10.3,8.8,12.8,21.4,15.7,13.1,5.5,2.8,60600.0,69939.0,6065,CA
526,92518,March Air Reserve Base,Riverside,552,8.2,0.0,1.6,3.3,8.9,33.5,14.3,18.1,9.2,2.9,69559.0,83200.0,6065,CA
527,92530,Lake Elsinore,Riverside,14871,7.2,3.6,11.0,12.7,16.0,19.6,13.3,11.7,3.6,1.4,49578.0,62044.0,6065,CA
528,92532,Lake Elsinore,Riverside,6026,0.6,1.8,4.5,5.9,10.7,18.0,21.5,22.5,11.3,3.1,82784.0,91465.0,6065,CA
529,92536,Aguanga,Riverside,980,9.8,2.1,8.2,15.9,12.7,19.4,14.3,13.0,2.3,2.3,51161.0,59973.0,6065,CA
530,92539,Anza,Riverside,1449,5.7,7.2,22.5,13.3,17.5,13.5,10.9,7.1,0.0,2.3,35690.0,47243.0,6065,CA
531,92543,Hemet,Riverside,13046,12.6,12.0,19.4,16.9,17.6,12.2,5.2,2.4,1.4,0.5,28888.0,37228.0,6065,CA
532,92544,Hemet,Riverside,15325,6.6,7.4,13.8,10.7,16.3,17.4,11.5,10.2,3.1,3.0,44841.0,60922.0,6065,CA
533,92545,Hemet,Riverside,14653,6.7,7.2,13.8,11.7,17.6,19.5,11.5,8.8,2.0,1.3,43597.0,54766.0,6065,CA
534,92548,Homeland,Riverside,2210,7.3,10.0,12.8,14.5,18.2,19.8,7.5,5.1,3.1,1.7,38415.0,49691.0,6065,CA
535,92549,Idyllwild,Riverside,1284,3.5,7.5,9.3,8.4,14.6,26.2,14.6,9.8,6.2,0.0,59500.0,63669.0,6065,CA
536,92551,Moreno Valley,Riverside,8046,3.3,4.4,11.2,9.0,17.8,22.7,17.6,10.8,1.7,1.6,52444.0,62146.0,6065,CA
537,92553,Moreno Valley,Riverside,18690,7.6,5.3,12.5,12.3,17.6,21.1,10.9,8.2,3.2,1.4,45402.0,56206.0,6065,CA
538,92555,Moreno Valley,Riverside,10683,3.1,2.0,4.5,7.6,12.7,19.9,17.5,22.0,6.7,3.9,75114.0,85010.0,6065,CA
539,92557,Moreno Valley,Riverside,14164,4.7,2.8,7.9,7.9,14.1,21.1,16.4,16.9,5.8,2.5,64257.0,75178.0,6065,CA
540,92561,Mountain Center,Riverside,725,10.5,5.2,8.0,0.3,6.8,14.5,22.2,18.1,10.3,4.1,78565.0,85430.0,6065,CA
541,92562,Murrieta,Riverside,20148,3.2,3.1,6.2,7.9,10.8,16.9,15.3,18.9,9.3,8.3,77207.0,97977.0,6065,CA
542,92563,Murrieta,Riverside,16875,2.6,2.4,4.7,6.6,10.0,18.7,19.5,21.3,7.8,6.4,82686.0,93583.0,6065,CA
543,92567,Nuevo,Riverside,2654,5.0,2.3,13.0,12.8,14.2,15.6,15.2,14.8,5.5,1.6,56447.0,68031.0,6065,CA
544,92570,Perris,Riverside,13888,4.5,5.8,13.3,14.1,16.6,17.1,11.8,10.5,4.0,2.3,46279.0,60334.0,6065,CA
545,92571,Perris,Riverside,12126,4.1,5.6,10.1,10.4,14.4,25.7,14.0,11.5,2.3,1.9,53204.0,61276.0,6065,CA
546,92582,San Jacinto,Riverside,4236,1.4,3.9,5.6,14.5,12.2,30.1,11.9,13.2,6.1,1.1,60170.0,70299.0,6065,CA
547,92583,San Jacinto,Riverside,9374,6.1,8.6,15.9,14.5,14.4,17.0,9.2,9.8,2.8,1.8,40790.0,56352.0,6065,CA
548,92584,Menifee,Riverside,14196,2.3,1.5,4.0,7.9,11.2,19.8,20.1,20.4,7.9,5.0,79778.0,90361.0,6065,CA
549,92585,Sun City,Riverside,5847,4.6,2.3,10.3,8.5,10.5,26.6,11.0,14.6,8.8,2.6,62113.0,75887.0,6065,CA
550,92586,Sun City,Riverside,9116,6.5,9.9,17.1,16.9,18.0,13.9,7.9,7.2,1.4,1.2,34781.0,46630.0,6065,CA
551,92587,Sun City,Riverside,5825,4.1,2.4,6.8,8.7,13.9,17.2,16.9,13.8,10.0,6.2,69176.0,87830.0,6065,CA
552,92590,Temecula,Riverside,1512,6.0,5.4,12.2,8.7,11.2,12.2,19.4,9.5,5.0,10.4,61328.0,92960.0,6065,CA
553,92591,Temecula,Riverside,12746,3.7,2.7,7.4,9.0,9.9,17.3,16.6,20.4,6.7,6.4,75121.0,88815.0,6065,CA
554,92592,Temecula,Riverside,23486,2.1,1.6,4.6,5.5,8.1,16.5,15.1,25.6,12.8,8.2,93158.0,105653.0,6065,CA
555,92595,Wildomar,Riverside,9016,3.2,3.7,7.2,10.1,12.1,21.4,15.9,16.9,6.3,3.0,64988.0,76720.0,6065,CA
556,92596,Winchester,Riverside,7074,2.1,0.9,2.8,6.9,9.6,19.3,15.8,22.1,11.9,8.7,89589.0,101273.0,6065,CA
557,92860,Norco,Riverside,7133,2.4,2.9,5.9,6.3,9.2,16.4,12.8,22.5,10.9,10.9,87586.0,108442.0,6065,CA
558,92879,Corona,Riverside,14526,4.0,5.1,9.7,10.3,11.7,20.2,15.2,15.0,6.0,2.8,61888.0,72129.0,6065,CA
559,92880,Corona,Riverside,17133,3.8,2.2,4.9,4.6,8.6,14.7,12.6,25.9,14.8,7.7,97225.0,105139.0,6065,CA
560,92881,Corona,Riverside,9828,3.0,2.2,5.5,6.8,8.9,13.6,15.3,24.1,9.5,11.2,92853.0,110478.0,6065,CA
561,92882,Corona,Riverside,21580,5.6,3.7,8.0,9.0,11.1,16.2,14.2,19.3,7.0,5.6,68417.0,83984.0,6065,CA
562,92883,Corona,Riverside,9933,3.0,1.1,6.1,6.2,7.6,13.7,15.9,22.2,13.3,10.9,93638.0,111684.0,6065,CA
563,91901,Alpine,San Diego,6516,5.0,3.1,5.6,6.1,13.1,13.7,11.4,23.6,11.4,7.0,81603.0,97782.0,6073,CA
564,91902,Bonita,San Diego,6001,4.7,1.5,3.9,4.0,10.4,14.8,15.5,18.5,13.4,13.2,90184.0,113270.0,6073,CA
565,91905,Boulevard,San Diego,537,10.1,14.5,15.6,14.5,10.8,20.5,8.0,3.7,2.2,0.0,31051.0,43018.0,6073,CA
566,91906,Campo,San Diego,1236,7.4,5.5,16.0,8.0,14.1,19.9,11.5,12.0,5.7,0.0,49000.0,58514.0,6073,CA
567,91910,Chula Vista,San Diego,25272,6.2,6.3,10.2,8.6,14.6,16.7,13.6,15.4,5.2,3.1,55492.0,70975.0,6073,CA
568,91911,Chula Vista,San Diego,24309,5.2,6.2,11.1,11.8,13.8,20.3,14.5,11.4,3.5,2.1,51383.0,62932.0,6073,CA
569,91913,Chula Vista,San Diego,14051,5.1,1.6,6.3,7.7,6.7,15.5,19.9,23.5,9.9,3.9,83693.0,91033.0,6073,CA
570,91914,Chula Vista,San Diego,4582,1.3,1.3,3.4,5.9,3.1,7.8,16.1,24.7,17.1,19.3,124578.0,137640.0,6073,CA
571,91915,Chula Vista,San Diego,7993,2.0,1.7,3.2,3.3,10.1,15.4,11.2,34.1,10.3,8.8,104170.0,111918.0,6073,CA
572,91916,Descanso,San Diego,587,4.1,1.2,5.3,6.0,4.4,19.6,15.7,24.5,15.2,4.1,84076.0,94606.0,6073,CA
573,91917,Dulzura,San Diego,213,0.0,30.0,3.3,4.2,0.0,7.0,41.3,10.8,0.0,3.3,76065.0,66047.0,6073,CA
574,91931,Guatay,San Diego,132,0.0,20.5,37.9,3.8,21.2,0.0,16.7,0.0,0.0,0.0,24083.0,34914.0,6073,CA
575,91932,Imperial Beach,San Diego,9044,6.4,7.1,9.4,10.9,19.0,19.0,13.5,9.8,2.5,2.5,48010.0,59870.0,6073,CA
576,91934,Jacumba,San Diego,187,31.0,0.0,15.0,36.9,10.2,0.0,0.0,7.0,0.0,0.0,25354.0,24811.0,6073,CA
577,91935,Jamul,San Diego,2718,2.1,3.5,5.9,3.7,10.8,10.0,13.4,21.5,12.7,16.4,100976.0,121916.0,6073,CA
578,91941,La Mesa,San Diego,12004,4.0,4.5,4.9,11.0,10.6,17.6,14.7,17.3,6.7,8.8,71197.0,95549.0,6073,CA
579,91942,La Mesa,San Diego,16700,4.0,7.0,9.0,8.9,14.6,19.2,15.8,15.1,3.6,2.7,55753.0,70677.0,6073,CA
580,91945,Lemon Grove,San Diego,8538,4.4,5.2,8.4,10.8,15.5,20.1,14.1,16.0,4.5,1.0,59025.0,66936.0,6073,CA
581,91948,Mount Laguna,San Diego,13,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,,,6073,CA
582,91950,National City,San Diego,16204,7.4,8.2,15.3,11.7,15.5,18.7,9.8,9.1,3.2,1.2,41867.0,54302.0,6073,CA
583,91962,Pine Valley,San Diego,751,4.8,0.0,4.7,11.1,8.4,14.2,6.4,23.4,20.1,6.9,100302.0,103381.0,6073,CA
584,91963,Potrero,San Diego,321,0.0,12.5,10.3,27.1,6.2,24.3,0.0,10.0,9.7,0.0,42563.0,53978.0,6073,CA
585,91977,Spring Valley,San Diego,18648,4.3,4.7,8.1,9.0,15.0,20.3,13.2,16.3,5.8,3.2,58937.0,73277.0,6073,CA
586,91978,Spring Valley,San Diego,3168,5.7,3.7,7.1,10.4,12.7,20.3,11.9,16.4,6.3,5.6,61508.0,76675.0,6073,CA
587,91980,Tecate,San Diego,78,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.6,,,6073,CA
588,92003,Bonsall,San Diego,1811,3.1,4.8,7.2,6.6,5.4,26.6,11.8,14.7,10.0,9.7,71128.0,106406.0,6073,CA
589,92004,Borrego Springs,San Diego,1230,6.7,11.8,16.7,16.6,17.1,18.8,8.8,2.1,1.4,0.0,33487.0,41597.0,6073,CA
590,92007,Cardiff By The Sea,San Diego,4461,3.7,2.6,7.0,3.0,7.6,13.1,13.9,17.1,9.8,22.2,98264.0,136258.0,6073,CA
591,92008,Carlsbad,San Diego,11263,3.8,2.5,5.2,5.9,11.9,18.8,16.2,16.8,6.9,12.1,77802.0,103781.0,6073,CA
592,92009,Carlsbad,San Diego,16396,5.3,1.1,4.3,3.8,7.2,10.3,11.3,20.5,12.7,23.6,112189.0,144855.0,6073,CA
593,92010,Carlsbad,San Diego,5736,4.3,0.8,8.0,5.8,5.8,14.0,12.9,21.4,13.6,13.4,97770.0,113898.0,6073,CA
594,92011,Carlsbad,San Diego,9388,7.4,1.9,5.4,5.1,6.8,10.8,10.0,22.5,11.2,18.8,105049.0,127812.0,6073,CA
595,92014,Del Mar,San Diego,6148,4.4,3.1,1.9,4.4,4.2,9.9,13.3,16.2,12.5,30.3,120882.0,187673.0,6073,CA
596,92019,El Cajon,San Diego,14972,4.9,4.3,6.5,9.1,10.8,14.9,16.2,18.5,7.4,7.6,74400.0,91078.0,6073,CA
597,92020,El Cajon,San Diego,19188,5.3,7.2,14.1,10.9,11.7,18.3,10.8,11.7,5.6,4.4,50617.0,69590.0,6073,CA
598,92021,El Cajon,San Diego,22405,5.6,6.2,12.5,13.1,13.7,17.8,11.7,11.2,5.0,3.1,48569.0,65900.0,6073,CA
599,92024,Encinitas,San Diego,19249,4.7,2.3,6.4,6.3,6.0,13.3,10.5,19.8,11.4,19.4,101096.0,133635.0,6073,CA
600,92025,Escondido,San Diego,15184,6.0,4.4,11.7,13.2,13.9,17.4,10.6,11.0,6.3,5.4,50774.0,74443.0,6073,CA
601,92026,Escondido,San Diego,16733,8.3,3.3,9.2,10.6,11.6,18.6,11.8,13.9,8.0,4.6,59539.0,77099.0,6073,CA
602,92027,Escondido,San Diego,16137,4.6,4.0,10.4,11.1,14.7,18.3,12.1,15.3,6.4,3.1,56250.0,73327.0,6073,CA
603,92028,Fallbrook,San Diego,16610,7.2,3.8,7.2,9.4,13.9,17.7,11.7,14.8,6.8,7.5,60196.0,84502.0,6073,CA
604,92029,Escondido,San Diego,6929,6.5,0.7,5.0,7.2,7.8,16.5,15.7,19.4,9.0,12.3,86250.0,106300.0,6073,CA
605,92036,Julian,San Diego,1161,6.1,1.9,20.8,5.9,22.2,21.7,10.7,6.5,4.0,0.2,45156.0,53044.0,6073,CA
606,92037,La Jolla,San Diego,16818,6.0,2.0,5.8,5.5,7.8,12.0,9.6,16.0,10.4,24.8,102297.0,163908.0,6073,CA
607,92040,Lakeside,San Diego,14792,4.8,3.1,7.6,6.7,13.2,18.9,19.2,15.7,6.1,4.6,66960.0,80821.0,6073,CA
608,92054,Oceanside,San Diego,15622,6.4,4.3,8.5,10.4,15.9,21.4,11.8,12.3,3.8,5.2,53519.0,75777.0,6073,CA
609,92055,Camp Pendleton,San Diego,103,52.4,0.0,0.0,0.0,0.0,0.0,0.0,47.6,0.0,0.0,,,6073,CA
610,92056,Oceanside,San Diego,19769,7.8,2.9,6.4,9.3,13.4,16.3,15.9,15.7,7.2,5.0,63109.0,78744.0,6073,CA
611,92057,Oceanside,San Diego,19025,7.3,2.1,8.5,6.7,12.5,19.7,13.9,15.4,6.8,7.0,63473.0,81780.0,6073,CA
612,92059,Pala,San Diego,352,7.7,3.1,10.5,5.1,6.8,21.3,4.3,14.2,13.1,13.9,66288.0,107068.0,6073,CA
613,92060,Palomar Mountain,San Diego,50,20.0,20.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,,52580.0,6073,CA
614,92061,Pauma Valley,San Diego,596,3.4,11.4,1.8,4.0,29.0,5.7,16.8,13.4,7.6,6.9,52500.0,103768.0,6073,CA
615,92064,Poway,San Diego,15822,2.4,2.6,5.4,6.1,7.5,13.9,12.5,22.3,12.7,14.7,98942.0,125843.0,6073,CA
