,Zip Code,City,County,Households,<10k,10k - 15k,15k - 25k,25k - 35k,35k - 50k,50k - 75k,75k - 100k,100k - 150k,150k - 200k,200k+,Median Income ($),Mean Income ($),FIPS,State
0,90001,Los Angeles,Los Angeles,13594,10.9,6.9,18.2,15.1,18.1,14.8,8.1,6.0,1.7,0.2,34323.0,43747.0,6037,CA
1,90002,Los Angeles,Los Angeles,12543,11.6,11.8,15.6,13.4,17.2,14.6,8.3,5.8,1.2,0.4,32520.0,42095.0,6037,CA
2,90003,Los Angeles,Los Angeles,16496,11.4,9.8,17.8,14.9,16.9,15.3,7.5,5.4,0.7,0.3,31878.0,40885.0,6037,CA
3,90004,Los Angeles,Los Angeles,22431,6.9,6.5,13.7,13.0,16.3,17.3,7.2,7.9,4.1,7.0,43180.0,77658.0,6037,CA
4,90005,Los Angeles,Los Angeles,16086,9.0,11.1,18.7,16.3,17.1,13.2,6.5,4.3,1.6,2.1,31485.0,46850.0,6037,CA
5,90006,Los Angeles,Los Angeles,19474,7.1,9.0,20.0,18.7,19.1,14.6,5.8,4.1,0.9,0.8,31993.0,40868.0,6037,CA
6,90007,Los Angeles,Los Angeles,11672,24.5,12.9,16.4,12.4,10.7,11.8,5.7,4.2,0.7,0.7,22485.0,33802.0,6037,CA
7,90008,Los Angeles,Los Angeles,14590,10.9,12.0,14.3,11.8,10.4,14.2,7.7,11.8,4.3,2.7,36134.0,59215.0,6037,CA
8,90010,Los Angeles,Los Angeles,2041,10.9,6.6,11.9,8.4,14.8,17.2,10.1,12.4,2.7,4.9,47569.0,63582.0,6037,CA
9,90011,Los Angeles,Los Angeles,23258,11.2,8.9,19.8,14.5,17.7,15.5,6.4,4.8,0.6,0.5,31684.0,40315.0,6037,CA
10,90012,Los Angeles,Los Angeles,11344,13.3,14.9,14.3,8.5,8.3,14.8,7.7,11.6,3.7,3.1,32712.0,55854.0,6037,CA
11,90013,Los Angeles,Los Angeles,6786,24.7,18.8,10.2,6.3,5.5,7.9,9.3,10.0,3.5,3.9,22058.0,55060.0,6037,CA
12,90014,Los Angeles,Los Angeles,4871,21.4,20.4,9.5,4.9,7.2,9.6,8.2,10.3,4.1,4.4,23580.0,55113.0,6037,CA
13,90015,Los Angeles,Los Angeles,8043,15.8,12.0,16.7,9.3,10.3,10.1,6.5,8.5,4.4,6.3,30463.0,66275.0,6037,CA
14,90016,Los Angeles,Los Angeles,17213,10.0,8.1,14.8,10.3,15.0,17.7,11.0,8.9,2.4,1.9,41140.0,55166.0,6037,CA
15,90017,Los Angeles,Los Angeles,10288,16.7,13.4,19.7,10.2,12.4,8.1,7.0,5.5,3.4,3.6,25143.0,48628.0,6037,CA
16,90018,Los Angeles,Los Angeles,16290,10.3,9.7,16.5,12.6,13.3,16.8,8.6,7.2,3.2,1.9,35696.0,52107.0,6037,CA
17,90019,Los Angeles,Los Angeles,24599,7.5,7.3,12.4,10.0,14.7,16.9,10.2,9.8,5.6,5.6,47518.0,75101.0,6037,CA
18,90020,Los Angeles,Los Angeles,16649,6.6,6.0,15.8,14.7,18.9,17.3,9.8,5.9,2.3,2.6,40353.0,62641.0,6037,CA
19,90021,Los Angeles,Los Angeles,1728,34.2,27.0,7.3,4.2,8.3,7.6,0.9,5.8,2.5,2.3,12370.0,37827.0,6037,CA
20,90022,Los Angeles,Los Angeles,17436,7.2,8.3,14.1,13.0,18.7,19.0,9.6,7.1,1.9,0.9,40650.0,50645.0,6037,CA
21,90023,Los Angeles,Los Angeles,11239,7.8,8.2,16.5,14.8,15.5,19.2,8.7,6.3,2.2,0.9,37472.0,48160.0,6037,CA
22,90024,Los Angeles,Los Angeles,17206,18.5,4.3,7.1,7.2,8.8,10.9,7.6,12.0,5.7,18.0,57210.0,116885.0,6037,CA
23,90025,Los Angeles,Los Angeles,22097,6.3,3.4,7.2,6.7,10.4,17.3,12.1,17.8,8.8,10.2,72653.0,99469.0,6037,CA
24,90026,Los Angeles,Los Angeles,25299,6.9,5.9,12.8,9.9,13.2,15.5,11.5,11.9,5.3,6.9,51568.0,77444.0,6037,CA
25,90027,Los Angeles,Los Angeles,21996,7.8,7.7,11.6,9.6,11.0,16.7,11.3,12.9,4.5,6.9,52922.0,83328.0,6037,CA
26,90028,Los Angeles,Los Angeles,16201,12.1,13.2,13.3,10.4,13.4,16.7,8.3,8.7,1.4,2.5,35729.0,50123.0,6037,CA
27,90029,Los Angeles,Los Angeles,14187,7.4,11.5,15.5,15.5,15.1,16.5,9.2,6.2,1.4,1.8,35132.0,48157.0,6037,CA
28,90031,Los Angeles,Los Angeles,11651,8.2,9.1,17.4,13.1,14.0,16.8,10.4,7.1,2.2,1.7,36801.0,52276.0,6037,CA
29,90032,Los Angeles,Los Angeles,13409,6.8,6.9,13.3,11.2,15.9,17.8,10.7,11.7,3.7,2.0,45218.0,59991.0,6037,CA
30,90033,Los Angeles,Los Angeles,13170,10.4,12.3,20.0,14.9,15.2,13.8,7.2,4.4,1.1,0.8,29499.0,40123.0,6037,CA
31,90034,Los Angeles,Los Angeles,25918,8.4,2.7,9.0,7.5,13.5,19.2,13.3,14.5,4.9,7.0,60965.0,83161.0,6037,CA
32,90035,Los Angeles,Los Angeles,13140,6.1,5.0,6.4,8.2,7.8,16.7,11.2,15.6,8.4,14.6,74667.0,113606.0,6037,CA
33,90036,Los Angeles,Los Angeles,18527,7.9,4.1,5.4,7.2,11.0,17.2,10.9,15.1,9.6,11.7,71917.0,103515.0,6037,CA
34,90037,Los Angeles,Los Angeles,16798,12.4,14.4,19.8,13.8,16.2,12.7,5.1,3.7,1.4,0.4,27129.0,37224.0,6037,CA
35,90038,Los Angeles,Los Angeles,11458,9.7,9.8,17.9,11.9,11.8,16.9,8.7,7.6,3.2,2.5,35739.0,54544.0,6037,CA
36,90039,Los Angeles,Los Angeles,11476,4.0,4.1,7.5,8.5,10.1,14.7,14.5,16.7,8.4,11.4,77361.0,106141.0,6037,CA
37,90040,Los Angeles,Los Angeles,3563,6.9,9.3,12.9,12.5,16.8,18.0,11.3,8.6,3.2,0.4,41897.0,52203.0,6037,CA
38,90041,Los Angeles,Los Angeles,9434,5.5,5.4,7.2,6.6,11.9,15.7,10.6,18.0,9.7,9.3,68457.0,95291.0,6037,CA
39,90042,Los Angeles,Los Angeles,20299,6.7,5.4,12.4,9.7,14.1,18.9,11.2,12.3,5.3,3.8,51444.0,68172.0,6037,CA
40,90043,Los Angeles,Los Angeles,16825,9.5,11.9,12.7,11.4,9.9,13.3,9.0,12.2,5.1,5.1,41449.0,66113.0,6037,CA
41,90044,Los Angeles,Los Angeles,27063,13.3,11.0,18.6,14.4,14.7,13.7,7.2,5.2,1.2,0.7,30288.0,41578.0,6037,CA
42,90045,Los Angeles,Los Angeles,15561,6.2,2.1,7.1,7.7,6.9,15.8,12.5,16.7,10.5,14.4,81058.0,113297.0,6037,CA
43,90046,Los Angeles,Los Angeles,29071,6.8,8.6,8.7,7.4,10.8,14.5,11.4,13.3,5.8,12.6,61157.0,104948.0,6037,CA
44,90047,Los Angeles,Los Angeles,16852,11.4,9.4,10.3,13.6,12.5,16.9,10.2,11.0,2.9,1.9,40913.0,55335.0,6037,CA
45,90048,Los Angeles,Los Angeles,11984,5.8,3.1,5.1,4.8,8.5,17.8,13.6,16.4,8.6,16.4,83672.0,124876.0,6037,CA
46,90049,Los Angeles,Los Angeles,16367,4.8,2.2,4.2,5.1,5.4,11.4,10.8,16.0,9.7,30.4,117007.0,205495.0,6037,CA
47,90056,Los Angeles,Los Angeles,3336,6.8,1.2,5.9,8.9,11.1,16.1,8.8,17.2,10.9,13.0,74959.0,112969.0,6037,CA
48,90057,Los Angeles,Los Angeles,16484,10.7,13.2,19.3,15.4,15.9,14.2,6.1,4.0,0.6,0.5,29332.0,38511.0,6037,CA
49,90058,Los Angeles,Los Angeles,802,36.5,12.6,20.9,6.7,6.0,8.9,7.6,0.6,0.0,0.1,15224.0,25645.0,6037,CA
50,90059,Los Angeles,Los Angeles,10371,13.3,9.4,14.1,13.1,14.7,16.5,9.4,6.2,2.9,0.4,35061.0,47186.0,6037,CA
51,90061,Los Angeles,Los Angeles,7238,14.3,10.5,14.2,10.1,13.7,17.6,9.8,6.7,2.8,0.4,36094.0,47263.0,6037,CA
52,90062,Los Angeles,Los Angeles,9550,11.1,10.6,14.3,12.1,16.1,16.7,11.5,5.8,0.9,0.8,37293.0,49048.0,6037,CA
53,90063,Los Angeles,Los Angeles,13590,6.9,8.1,14.8,11.9,16.6,19.5,10.9,7.9,2.0,1.5,41267.0,53426.0,6037,CA
54,90064,Los Angeles,Los Angeles,10947,7.4,2.0,5.7,6.6,9.3,11.0,11.6,14.4,9.1,23.0,92626.0,142961.0,6037,CA
55,90065,Los Angeles,Los Angeles,14993,6.0,5.8,10.4,11.4,12.7,17.0,10.2,13.0,5.4,8.1,54796.0,80776.0,6037,CA
56,90066,Los Angeles,Los Angeles,24745,4.5,3.5,7.8,7.9,10.9,17.7,13.5,15.9,7.6,10.6,72004.0,98196.0,6037,CA
57,90067,Los Angeles,Los Angeles,1457,5.6,3.4,6.3,3.5,6.2,11.3,9.1,11.7,5.7,37.2,120208.0,245064.0,6037,CA
58,90068,Los Angeles,Los Angeles,11785,8.2,3.6,5.6,6.6,8.4,17.0,9.1,12.8,8.0,20.7,76485.0,134410.0,6037,CA
59,90069,West Hollywood,Los Angeles,12548,5.6,4.3,5.1,6.7,10.4,14.5,14.3,15.6,9.6,13.9,82237.0,126658.0,6037,CA
60,90071,Los Angeles,Los Angeles,0,,,,,,,,,,,,,6037,CA
61,90073,Los Angeles,Los Angeles,0,,,,,,,,,,,,,6037,CA
62,90077,Los Angeles,Los Angeles,3381,1.5,1.6,1.4,4.1,5.9,7.7,8.8,10.8,11.9,46.3,178194.0,263784.0,6037,CA
63,90079,Los Angeles,Los Angeles,0,,,,,,,,,,,,,6037,CA
64,90089,Los Angeles,Los Angeles,6,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,6037,CA
65,90094,Los Angeles,Los Angeles,3528,5.0,3.0,1.7,8.4,4.0,13.1,6.6,19.4,10.1,28.8,121087.0,156438.0,6037,CA
66,90095,Los Angeles,Los Angeles,0,,,,,,,,,,,,,6037,CA
67,90201,Bell,Los Angeles,23937,6.7,6.1,16.3,15.2,19.9,18.5,9.3,6.0,1.3,0.6,38244.0,47309.0,6037,CA
68,90210,Beverly Hills,Los Angeles,8138,8.2,4.3,4.5,2.2,3.4,7.0,6.9,14.3,11.1,38.1,146250.0,264375.0,6037,CA
69,90211,Beverly Hills,Los Angeles,3652,6.8,2.3,7.0,6.5,10.5,17.9,9.7,15.2,7.7,16.4,73659.0,130498.0,6037,CA
70,90212,Beverly Hills,Los Angeles,5784,9.6,3.4,3.7,3.2,7.2,11.3,11.4,19.0,10.8,20.3,100183.0,159616.0,6037,CA
71,90220,Compton,Los Angeles,13376,6.6,6.6,11.9,8.3,15.8,21.3,12.1,13.0,3.5,0.9,50938.0,60097.0,6037,CA
72,90221,Compton,Los Angeles,12066,7.2,5.1,14.0,13.4,16.8,19.4,11.4,9.0,3.1,0.7,43304.0,54056.0,6037,CA
73,90222,Compton,Los Angeles,7776,9.0,10.4,14.1,14.4,14.6,17.7,9.1,8.1,1.7,1.0,37730.0,47982.0,6037,CA
74,90230,Culver City,Los Angeles,13186,5.3,4.0,8.6,7.2,9.3,17.1,13.2,18.0,8.2,9.1,73469.0,95434.0,6037,CA
75,90232,Culver City,Los Angeles,6416,6.3,3.2,6.1,5.1,10.6,14.7,14.4,16.4,9.5,13.7,80222.0,108011.0,6037,CA
76,90240,Downey,Los Angeles,7118,2.7,2.2,4.0,6.1,12.4,19.6,16.4,17.9,7.8,10.9,76748.0,99894.0,6037,CA
77,90241,Downey,Los Angeles,13615,4.1,3.8,7.8,10.9,14.5,20.4,15.0,13.9,5.4,4.1,61151.0,76801.0,6037,CA
78,90242,Downey,Los Angeles,12062,5.7,4.1,7.8,9.5,12.5,22.7,16.8,14.3,3.8,2.7,60732.0,69933.0,6037,CA
79,90245,El Segundo,Los Angeles,6673,3.1,2.7,3.5,5.1,7.9,17.6,13.8,17.9,12.7,15.7,91623.0,118297.0,6037,CA
80,90247,Gardena,Los Angeles,15922,7.8,6.0,13.4,13.9,13.0,18.1,10.9,10.4,4.1,2.5,44824.0,61014.0,6037,CA
81,90248,Gardena,Los Angeles,3479,4.9,4.9,12.7,6.3,15.6,18.6,14.5,12.0,5.0,5.6,55368.0,73133.0,6037,CA
82,90249,Gardena,Los Angeles,8780,7.6,4.6,7.4,9.9,16.8,17.2,10.3,17.8,4.7,3.7,53783.0,71489.0,6037,CA
83,90250,Hawthorne,Los Angeles,31864,6.2,5.3,11.0,13.2,17.3,18.8,11.0,10.3,4.0,3.1,47076.0,63481.0,6037,CA
84,90254,Hermosa Beach,Los Angeles,9197,2.7,2.2,2.7,2.4,5.2,13.5,13.5,15.9,13.8,28.2,121345.0,183374.0,6037,CA
85,90255,Huntington Park,Los Angeles,18669,5.9,9.3,18.3,14.2,15.8,17.0,9.8,7.9,1.3,0.5,37108.0,48550.0,6037,CA
86,90260,Lawndale,Los Angeles,10551,4.2,4.7,8.1,12.0,16.2,18.8,15.2,13.3,4.2,3.2,55666.0,68923.0,6037,CA
87,90262,Lynwood,Los Angeles,15296,6.0,6.2,12.5,12.5,19.6,19.4,10.7,9.5,2.5,1.1,43952.0,56783.0,6037,CA
88,90263,Malibu,Los Angeles,0,,,,,,,,,,,,,6037,CA
89,90265,Malibu,Los Angeles,7346,5.0,3.6,4.2,4.3,4.2,10.4,7.7,18.2,10.1,32.4,126227.0,228635.0,6037,CA
90,90266,Manhattan Beach,Los Angeles,13808,2.0,1.5,3.3,3.5,6.3,10.2,9.1,15.5,13.0,35.7,144868.0,220994.0,6037,CA
91,90270,Maywood,Los Angeles,6517,7.5,7.3,16.6,16.1,16.2,15.4,10.1,8.9,1.6,0.4,36717.0,48709.0,6037,CA
92,90272,Pacific Palisades,Los Angeles,9103,2.1,1.9,3.1,3.7,4.3,8.8,7.4,16.0,8.4,44.5,168225.0,303882.0,6037,CA
93,90274,Palos Verdes Peninsula,Los Angeles,9268,3.2,1.0,2.7,3.3,5.0,8.4,8.6,14.2,10.3,43.3,158673.0,221457.0,6037,CA
94,90275,Rancho Palos Verdes,Los Angeles,15823,3.1,1.4,4.0,4.9,5.5,11.7,10.2,19.5,14.4,25.4,120553.0,151218.0,6037,CA
95,90277,Redondo Beach,Los Angeles,16011,3.9,2.7,4.5,5.1,6.8,13.2,14.1,20.5,11.9,17.4,99358.0,131837.0,6037,CA
96,90278,Redondo Beach,Los Angeles,15662,2.6,3.1,5.0,5.5,7.7,11.8,12.0,20.4,14.3,17.8,106102.0,126570.0,6037,CA
97,90280,South Gate,Los Angeles,23465,5.0,5.6,13.5,13.1,17.0,18.7,13.0,10.3,2.7,1.1,45522.0,57206.0,6037,CA
98,90290,Topanga,Los Angeles,2250,4.0,1.2,3.1,6.9,5.7,15.6,10.4,16.6,13.9,22.6,104392.0,140970.0,6037,CA
99,90291,Venice,Los Angeles,13826,6.4,4.5,7.0,7.4,8.0,13.4,10.9,14.3,9.7,18.1,82467.0,126256.0,6037,CA
100,90292,Marina Del Rey,Los Angeles,12179,5.0,4.4,3.9,5.2,7.6,12.4,10.5,23.4,9.5,18.1,100842.0,132569.0,6037,CA
101,90293,Playa Del Rey,Los Angeles,6655,3.4,1.8,7.0,5.2,8.9,18.2,11.2,18.4,7.2,18.6,85561.0,134062.0,6037,CA
102,90301,Inglewood,Los Angeles,12068,8.8,6.9,15.3,12.3,18.1,17.3,12.7,6.1,1.9,0.7,40799.0,51000.0,6037,CA
103,90302,Inglewood,Los Angeles,10894,8.2,5.1,12.4,14.0,17.1,19.0,7.8,11.4,3.5,1.5,43494.0,57866.0,6037,CA
104,90303,Inglewood,Los Angeles,7297,7.7,8.9,12.6,14.8,14.4,18.2,10.6,7.6,3.5,1.9,40632.0,56071.0,6037,CA
105,90304,Inglewood,Los Angeles,6549,6.9,6.0,17.9,14.8,16.8,19.5,8.3,7.0,1.6,1.1,38374.0,49751.0,6037,CA
106,90305,Inglewood,Los Angeles,5793,5.1,3.9,6.2,10.7,13.1,17.1,12.8,17.8,8.4,5.0,66114.0,84836.0,6037,CA
107,90401,Santa Monica,Los Angeles,4689,7.8,5.2,9.0,3.8,11.7,16.5,8.0,17.7,8.7,11.7,67022.0,101942.0,6037,CA
108,90402,Santa Monica,Los Angeles,5029,6.8,3.2,5.1,4.7,5.2,8.6,3.8,15.7,8.0,39.0,140612.0,258718.0,6037,CA
109,90403,Santa Monica,Los Angeles,13598,4.7,5.7,7.1,4.5,7.9,14.5,10.6,18.1,10.7,16.2,85870.0,120466.0,6037,CA
110,90404,Santa Monica,Los Angeles,9726,6.0,5.2,8.6,6.4,12.1,13.1,14.2,19.2,7.4,7.9,73042.0,88893.0,6037,CA
111,90405,Santa Monica,Los Angeles,14365,5.5,7.0,6.4,6.6,8.4,12.5,12.0,17.3,8.0,16.3,83034.0,117256.0,6037,CA
112,90501,Torrance,Los Angeles,14391,5.6,4.0,8.6,10.0,12.5,15.7,15.3,16.2,7.3,4.7,62590.0,80377.0,6037,CA
113,90502,Torrance,Los Angeles,5762,6.6,2.6,8.1,6.6,13.6,18.4,17.0,16.4,6.5,4.2,67225.0,76973.0,6037,CA
114,90503,Torrance,Los Angeles,16954,5.2,3.2,8.1,5.7,10.1,16.0,12.2,17.6,11.2,10.7,78290.0,98220.0,6037,CA
115,90504,Torrance,Los Angeles,11491,4.6,2.8,7.3,8.6,12.0,14.7,12.6,20.6,9.4,7.4,75036.0,93156.0,6037,CA
116,90505,Torrance,Los Angeles,14253,3.1,2.9,6.4,8.1,9.3,13.9,12.7,19.8,10.1,13.7,84450.0,112441.0,6037,CA
117,90506,Torrance,Los Angeles,0,,,,,,,,,,,,,6037,CA
118,90601,Whittier,Los Angeles,11187,4.5,3.6,7.3,10.1,10.8,18.2,13.7,14.1,8.8,8.9,69011.0,90064.0,6037,CA
119,90602,Whittier,Los Angeles,7949,4.5,5.2,12.8,12.0,15.5,15.9,12.1,11.4,5.4,5.1,49946.0,70370.0,6037,CA
120,90603,Whittier,Los Angeles,6456,5.1,1.8,5.0,4.1,6.3,14.5,15.8,28.6,11.9,6.9,92982.0,100928.0,6037,CA
121,90604,Whittier,Los Angeles,12015,3.7,5.1,8.3,7.8,11.7,21.5,15.4,16.1,7.8,2.6,64653.0,77319.0,6037,CA
122,90605,Whittier,Los Angeles,10572,3.3,2.9,9.0,8.8,12.1,19.8,12.3,20.4,6.3,5.0,67019.0,87330.0,6037,CA
123,90606,Whittier,Los Angeles,8741,3.4,4.5,8.9,10.3,12.5,19.3,16.4,15.7,5.9,3.2,63189.0,73833.0,6037,CA
124,90638,La Mirada,Los Angeles,14665,3.4,3.9,7.1,5.0,11.5,15.2,15.1,22.0,9.7,7.1,81013.0,95486.0,6037,CA
125,90640,Montebello,Los Angeles,19810,4.8,6.4,14.6,12.2,14.3,17.6,10.9,12.1,4.4,2.6,47598.0,63033.0,6037,CA
126,90650,Norwalk,Los Angeles,27286,4.3,4.1,9.3,7.7,13.7,23.0,15.0,16.6,4.6,1.9,61050.0,72115.0,6037,CA
127,90660,Pico Rivera,Los Angeles,16776,5.3,4.4,8.9,8.9,14.9,20.9,14.9,15.5,4.2,2.1,57166.0,69461.0,6037,CA
128,90670,Santa Fe Springs,Los Angeles,4826,3.9,8.1,10.1,6.5,12.5,18.2,13.1,19.4,5.5,2.7,61071.0,74952.0,6037,CA
129,90701,Artesia,Los Angeles,4674,5.1,5.2,8.8,8.7,15.1,20.7,8.8,17.8,5.3,4.5,58849.0,74279.0,6037,CA
130,90703,Cerritos,Los Angeles,15451,2.8,1.8,4.7,5.8,9.3,15.5,12.4,21.9,13.3,12.4,94752.0,113183.0,6037,CA
131,90704,Avalon,Los Angeles,1382,3.9,2.5,11.6,7.4,17.3,20.7,8.2,17.7,2.5,8.3,61905.0,90185.0,6037,CA
132,90706,Bellflower,Los Angeles,23238,5.1,7.0,10.3,10.2,16.7,19.5,11.7,12.5,3.6,3.4,50704.0,67525.0,6037,CA
133,90710,Harbor City,Los Angeles,9076,6.1,4.9,10.5,9.2,13.8,17.6,13.4,13.3,7.1,4.1,55176.0,72317.0,6037,CA
134,90712,Lakewood,Los Angeles,10522,3.3,2.9,4.2,6.7,11.7,14.9,17.5,24.2,8.5,6.1,84109.0,91657.0,6037,CA
135,90713,Lakewood,Los Angeles,9230,2.8,1.5,5.0,5.1,9.0,14.8,17.8,26.8,12.0,5.2,89171.0,101032.0,6037,CA
136,90715,Lakewood,Los Angeles,5939,3.1,3.9,6.2,10.3,13.7,17.3,17.4,17.4,7.9,2.8,66239.0,80924.0,6037,CA
137,90716,Hawaiian Gardens,Los Angeles,3786,8.6,7.4,19.6,13.5,15.5,18.0,8.5,7.2,1.1,0.6,35778.0,46880.0,6037,CA
138,90717,Lomita,Los Angeles,8459,8.6,5.0,7.3,8.5,12.7,19.0,11.1,16.0,5.7,6.1,59791.0,78935.0,6037,CA
139,90723,Paramount,Los Angeles,14017,6.2,6.0,11.5,12.5,16.9,20.0,13.6,10.7,1.7,0.9,46364.0,56316.0,6037,CA
140,90731,San Pedro,Los Angeles,22279,7.0,7.1,12.6,10.9,13.5,14.6,10.0,13.9,5.8,4.6,48697.0,69560.0,6037,CA
141,90732,San Pedro,Los Angeles,8567,2.0,3.2,7.5,6.5,10.2,13.8,12.4,23.6,9.3,11.5,86594.0,105509.0,6037,CA
142,90744,Wilmington,Los Angeles,14385,6.3,5.8,15.1,14.0,14.6,20.0,11.0,8.6,2.9,1.8,42112.0,57041.0,6037,CA
143,90745,Carson,Los Angeles,15095,3.6,4.3,9.0,6.4,10.4,18.7,16.6,19.4,6.9,4.6,71813.0,83425.0,6037,CA
144,90746,Carson,Los Angeles,8118,3.3,1.9,6.4,6.1,10.1,18.0,14.3,26.5,7.1,6.6,80175.0,92056.0,6037,CA
145,90747,Carson,Los Angeles,0,,,,,,,,,,,,,6037,CA
146,90755,Signal Hill,Los Angeles,4102,4.5,4.8,7.9,9.3,12.3,15.5,15.0,15.1,6.7,8.9,70357.0,87702.0,6037,CA
147,90802,Long Beach,Los Angeles,20610,8.8,9.1,12.3,9.9,12.5,16.4,12.0,10.7,4.3,3.9,45689.0,64918.0,6037,CA
148,90803,Long Beach,Los Angeles,16785,4.1,1.9,7.2,6.9,10.0,18.2,12.4,17.8,9.8,11.7,78406.0,113301.0,6037,CA
149,90804,Long Beach,Los Angeles,14626,8.9,7.8,11.5,9.2,15.8,19.8,12.1,8.5,3.4,2.9,46790.0,60108.0,6037,CA
150,90805,Long Beach,Los Angeles,26343,8.1,6.7,12.4,10.5,15.8,17.1,13.3,11.2,3.4,1.5,45878.0,59376.0,6037,CA
151,90806,Long Beach,Los Angeles,12509,7.4,7.6,13.9,11.5,11.4,20.2,10.5,11.2,4.1,2.1,47034.0,59282.0,6037,CA
152,90807,Long Beach,Los Angeles,12589,3.4,3.4,7.4,6.1,12.4,19.0,14.5,16.5,8.0,9.4,72401.0,95053.0,6037,CA
153,90808,Long Beach,Los Angeles,13920,2.9,2.6,6.1,4.0,7.8,13.5,14.7,22.1,12.9,13.3,97500.0,116022.0,6037,CA
154,90810,Long Beach,Los Angeles,9132,5.5,6.7,10.9,12.1,13.8,17.4,13.1,13.3,4.6,2.7,51271.0,65360.0,6037,CA
155,90813,Long Beach,Los Angeles,16683,8.6,12.3,18.1,15.7,16.0,14.6,6.4,6.0,1.7,0.6,31775.0,42735.0,6037,CA
156,90814,Long Beach,Los Angeles,9042,5.6,5.2,7.4,8.3,11.9,19.8,14.5,13.8,6.7,6.8,61093.0,81189.0,6037,CA
157,90815,Long Beach,Los Angeles,14343,5.3,2.9,6.5,7.0,8.1,17.5,14.3,19.6,8.8,10.0,79809.0,98309.0,6037,CA
158,90822,Long Beach,Los Angeles,0,,,,,,,,,,,,,6037,CA
159,90831,Long Beach,Los Angeles,0,,,,,,,,,,,,,6037,CA
160,91001,Altadena,Los Angeles,12739,4.0,3.1,7.3,5.4,8.4,14.7,12.6,17.7,11.7,14.9,89906.0,120377.0,6037,CA
161,91006,Arcadia,Los Angeles,10403,4.6,2.5,6.7,7.9,7.5,13.6,11.2,18.4,11.6,16.0,90829.0,122830.0,6037,CA
162,91007,Arcadia,Los Angeles,11647,6.5,4.0,7.2,8.0,9.2,14.9,11.3,17.5,9.7,11.8,75353.0,102684.0,6037,CA
163,91010,Duarte,Los Angeles,7742,5.5,4.3,9.2,8.0,12.7,18.3,12.9,19.0,7.1,3.0,63090.0,76135.0,6037,CA
164,91011,La Canada Flintridge,Los Angeles,6682,1.9,1.5,4.1,4.5,5.2,7.0,6.1,17.2,12.2,40.4,158281.0,229963.0,6037,CA
165,91016,Monrovia,Los Angeles,14699,4.7,4.1,8.3,7.3,11.9,17.2,12.2,19.0,7.1,8.2,67868.0,94039.0,6037,CA
166,91020,Montrose,Los Angeles,3345,5.2,5.1,8.4,6.3,14.9,16.4,11.5,22.6,5.7,3.9,70014.0,79115.0,6037,CA
167,91024,Sierra Madre,Los Angeles,4403,2.5,3.0,5.2,5.3,6.5,15.3,14.4,19.9,8.8,19.2,95256.0,128261.0,6037,CA
168,91030,South Pasadena,Los Angeles,10150,5.1,2.2,5.9,4.7,10.4,15.4,13.9,15.7,10.3,16.4,84683.0,122796.0,6037,CA
169,91040,Sunland,Los Angeles,7236,4.7,6.0,8.2,8.5,12.1,13.0,12.6,19.7,7.6,7.8,70841.0,86433.0,6037,CA
170,91042,Tujunga,Los Angeles,10008,6.1,6.1,9.9,11.2,15.7,15.3,12.3,13.1,5.2,5.0,51461.0,71919.0,6037,CA
171,91046,Verdugo City,Los Angeles,111,0.0,23.4,37.8,26.1,0.0,0.0,0.0,12.6,0.0,0.0,20417.0,31324.0,6037,CA
172,91101,Pasadena,Los Angeles,10745,12.1,7.5,7.8,4.9,8.3,17.1,13.7,16.0,6.5,5.9,61473.0,78033.0,6037,CA
173,91103,Pasadena,Los Angeles,8381,6.8,5.9,10.7,9.8,9.6,14.6,11.8,13.6,7.0,10.3,62697.0,98669.0,6037,CA
174,91104,Pasadena,Los Angeles,13081,5.8,5.6,10.2,5.1,11.6,14.4,11.3,14.8,8.9,12.3,70208.0,96708.0,6037,CA
175,91105,Pasadena,Los Angeles,5485,4.6,2.2,4.3,5.0,7.1,14.9,9.5,14.6,14.5,23.3,107284.0,160315.0,6037,CA
176,91106,Pasadena,Los Angeles,10540,7.0,4.1,5.8,6.7,9.4,16.7,13.8,17.3,7.2,11.8,75160.0,114285.0,6037,CA
177,91107,Pasadena,Los Angeles,12502,5.8,4.5,4.8,6.5,8.3,15.0,11.0,19.0,9.5,15.5,84663.0,119215.0,6037,CA
178,91108,San Marino,Los Angeles,4778,8.6,1.7,3.3,2.9,4.6,7.5,9.6,14.5,11.9,35.5,141739.0,210931.0,6037,CA
179,91201,Glendale,Los Angeles,8247,4.7,7.0,15.4,7.3,12.5,17.3,10.1,14.5,4.9,6.2,54603.0,79083.0,6037,CA
180,91202,Glendale,Los Angeles,8768,4.7,5.3,13.6,6.9,10.7,15.6,12.0,15.8,6.8,8.6,62104.0,86662.0,6037,CA
181,91203,Glendale,Los Angeles,4950,6.7,6.7,15.2,10.2,11.9,15.2,12.4,13.3,4.9,3.7,48849.0,67969.0,6037,CA
182,91204,Glendale,Los Angeles,6002,8.3,9.2,15.1,9.0,16.5,16.4,10.3,9.0,3.0,3.0,41586.0,56070.0,6037,CA
183,91205,Glendale,Los Angeles,14266,6.8,11.8,16.9,11.2,12.3,15.7,10.3,8.7,3.5,2.8,38138.0,55882.0,6037,CA
